titulo,clip,n_frames,texto
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0119,100,como no valora como no
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0120,100,como no me quiere como no se quiere quedar conmigo
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0121,100,como no como no esta aca
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0122,125,entonces todo ese amor que vos dabas y dabas y dabas todo ese amor
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0123,125,la interferencia todo ese amor que vos dabas y dabas y dabas no va a ningun lado
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0124,100,porque ya no hay nadie aqui a andar de amor pero que pasa
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0125,100,depresion estas mal no sali de tu casa
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0126,75,tenes barba te queres en las pelas en la chota
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0127,75,normal te sentis triste te sentis mal
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0128,75,hasta aqui un dia haces el clic
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0129,75,y eso es lo importante de cuando termine una relacion mucho me viene a preguntar aca
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0130,125,corte con mi novia estoy remal se que es una catastrofe pero despues de la catastrofe
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0131,75,viene una etapa increible para nosotros
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0132,100,saben cual es cuando hacemos el duelo
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0133,75,cuando nos tomamos nuestro tiempo cuando lloramos lloramos lloramos
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0134,75,y de golpe nos damos cuenta que todo ese amor
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0135,100,que estabamos dando sigue ahi lo agarras lo agarras lo agarras
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0136,100,lo agarras lo agarras lo agarras y te lo metes adentro
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0137,125,y sabes que haces te juntas con los pibias te pones el bol corre corre corre
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0138,75,vas al gimnasio te pones mejor te cuidas con las comidas
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0139,125,empiezas a tomar un poco menos alcohol empiezas a dejar de voludiar saliendo todos los dias
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0140,125,salir es una paron esta sobrevaloradisimo salir te empiezas a juntar con amigos
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0141,100,empiezas a repartir ese amor en toda la gente que sigue ahi
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0142,75,porque vos tenes una novia y yo te banco
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0143,75,la novia te quita sin querer tiempo para tus amigos
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0144,75,la novia te quita sin querer tiempo para tu vida
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0145,100,para el gimnasio para no se jugar al futbol para hacer tu hobby lo que te gusta te lo quita
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0146,100,por que porque vos queres pasar tiempo con ella esta buenisimo
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0147,100,pero cuando esa persona se va se reparte la baraja de nuevo
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0148,100,con una persona menos se fue tu amor hay una carta mas
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0150,100,en todos los pibes que siguen ahi en todos tus amigos que te siguen mancando
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0151,100,y en vez de decirle no no puedo ir a comer no no puedo ir a comer jorgeito
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0152,100,porque tengo que quedarme viendo una peli con mi novia
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0153,100,vamos a comer de nuevo vamos a comer
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0154,100,vamos a comer dale vamos a comer amigo posta una de las mejores etapas
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0155,100,que tuve yo fue cuando termine mi relacion y tenia tiempo
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0156,100,para aprender todos los dias obviamente yo estuve muy mal cuando termine mi relacion
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0157,100,mi somierda mi somierda me desoriento yo proyectaba
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0158,100,todo ahi porque bueno viste pero una persona como yo que nunca tuvo novia
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0159,100,de igual que siente que hay una sola persona en el mundo que vas a amar ojala no sea asi
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0160,100,pues yo eso pensaba yo entonces yo literalmente
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0161,100,dije se acabo el mundo para mi literal se acabo el mundo para mi
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0162,100,no va a haber otra igual no va a haber nunca otra persona igual no voy a conseguir
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0163,100,nunca una persona asi nunca y pensaba eso y pensaba eso
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0164,100,y pensaba eso y lloraba y hablaba con mis amigos que le mando un saludo a los chicos de quino de combo
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0165,100,que me habran fumado de no ya soy viejo no voy a conseguir
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0166,100,otra persona etcetera etcetera etcetera amigo
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0167,100,se termina y te puedo asegurar
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0168,100,que sufris sufris sufris un dia basta un dia te cansas
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0169,100,y ahi te convertis en supras alla
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0170,100,los hombres del chat me van a entender
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0171,100,bien en la fase 2 la fase 2 cual es
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0173,100,que me gustan si deje la facultad si me falta unas materias la reanudo
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0174,100,por que porque la vida sigue y sabes que teneis que hacer cuando la vida sigue
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0175,100,sobrevivir que sobrevivir ponerte las pilas
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0176,100,en todo y volver a tener
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0177,100,una vida social y eventualmente volver a conseguir al amor de tu vida
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0178,100,como se consigue al amor de tu vida estando hecho mierda con barba todo abandonado
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0179,100,o poniendote las pilas con tu vida y haciendote cargo obviamente
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0180,100,haciendote cargo entonces cuando te viene ese pensamiento
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0181,100,de que la vida sigue y de que ese amor se fue todo es nuevo volves a estar alla arriba
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0183,100,meti al gim como nunca empece una dieta nueva
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0184,100,no tengas miedo no tengas miedo se termina una relacion
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0185,95,es una paja duela un monton pero termina
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0187,100,la vida esta llena de quilombos
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0188,100,que te generan una fortaleza a la larga
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0189,100,perdiste una relacion vendra otra perdiste una relacion fortaleciste
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0190,100,todas las que te quedaron perdiste un amigo porque no es solo perder una novia
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0191,100,a veces perdes un amigo fortaleces cuatro amigos
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0192,100,que siguen ahi y que te estan bancando uno se mando una cagada
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0193,100,nunca mas gil pero hay cuatro que siguen siendo hermanos
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0194,100,y a esos hermanos todo
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0195,100,charlasad no no charla motivadora loco bueno gente
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0196,100,vamos a ver el tema maria de serra queria que sepan
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0197,100,que me gusta hablar con ustedes que me gusta darles un consejo
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0198,100,y yo ya se que parezco joven porque me cuido bien
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0199,100,y porque no tomo alcohol que tambien la recomiendo que no sean pelotudos no tomen alcohol
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0200,100,el alcohol es una mierda y el alcohol
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0201,100,es una mierda yo ustedes saben lo que quieran porque es su cuerpo
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0202,100,su salud pero yo nunca nada
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0203,100,solo cuando salio campeon a seleccion un ferneo y algunas cositas
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0204,100,pero nunca nada porro no tampoco
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0205,100,el porro esta bien dice uno en el chat para mi el porro no esta bien
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0206,100,perdon disculpeme para mi queres fumar un porro te banco
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0207,100,te respeto y para mi
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0208,100,en mi vida el porro no esta bien no me importa si es natural
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0209,100,yo no quiero porro cerca no me gusta el porro
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0210,100,no me gusta el porro y lo digo de una
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0211,100,no tengo que quedar bien con nadie yo les digo lo que yo siento
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0212,100,si mi mejor amigo fuma porro nunca le voy a decir nada nunca le voy a decir che
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0213,100,que haces con esa mierda tu cuerpo tu salud te respeto
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0214,100,esta todo viola yo no voy a fumar en mi vida voy a fumar
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0215,100,dijo porno no el porno es lo mismo que me gusta el porno lo banco el porro no banco
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0216,100,no me gusta el porro la marihuana eso no me gusta
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0217,100,nunca me gusto nunca senti que la necesites
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0218,100,para mi te lleva a un lugar donde
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0219,100,no sos vos donde
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0220,100,no se no sos vos
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0221,100,pero bueno no quiero entrar en esa discusion porque es personal es personal nunca no vamos a poner de acuerdo
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0222,100,nunca no vamos a poner de acuerdo de unico que les puedo agregar es
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0223,100,yo tomo alcohol para desinhibirme amigo y si mejor no aprendes
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0224,100,a desinhibirte sin la necesidad de alcohol y si mejor no aprendes a soltarte
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0225,100,sin necesitar tomar nada en mi opinion eh
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0226,100,arrancas a los djs sos timido te cuesta a los djs
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0227,100,si no tomo alcohol no me encargo una mina bueno el problema
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0228,100,esta en tu seguridad
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0229,100,que tenes que meterte alcohol para encararte una mina yo no te van
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0230,100,yo sabre que te voy a decir andad a poco intentadlo de a poco date tiempo
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0231,100,a los 16 años por ahi no estas listo para encararte una persona es dificil encarar
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0232,100,a todos nos cuesta encarar sobrio
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0233,100,mas dificil todavia pero yo
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0234,100,nunca te voy a decir entonces anda ponerte en pedo
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0235,100,y encarar porque esa no es la solucion en la vida no vas a estar toda la vida en pedo
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0236,100,para poder solucionar tus problemas porque tal vez estoy en pedo
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0237,100,no en la vida vas a estar la mayor parte de tu vida sobrio y vas a tener que aprender
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0238,100,a resolver los problemas sobrio entonces por que mejor no mejoras tu lado sobrio
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0239,100,antes de trabajar en el lado ebrio si quieren tomar
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0240,100,tomen con precaucion si quieren fumar fumen con precaucion yo no me voy a meter
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0241,100,en la vida de nadie simplemente les estoy diciendo que es lo que hago yo
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0242,100,que consumo yo que no consumo yo yo consumo vegetales ahora bueno por la velada
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0243,100,carnes pero despues voy a volver a consumir vegetales porque me encanta ser vegetariano
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0244,100,consumo vegetales consumo agua
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0245,100,y consumo cero drogas cero alcohol y me encanta porque tengo 31 años
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0246,100,y parezco de 28
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0247,100,yo creo sin el video de 28 de 40 nada eso no entro
Coronavirus conferencia completa de Alberto Fernán,clip_0001,222,a ver tuvimos hoy una nueva reunion con el gabinete
Coronavirus conferencia completa de Alberto Fernán,clip_0002,82,con la parte del gabinete que esta dedicado al problema del coronavirus
Coronavirus conferencia completa de Alberto Fernán,clip_0003,127,y con los expertos en infectologia y los expertos medicos
Coronavirus conferencia completa de Alberto Fernán,clip_0004,118,que nos estan ayudando a sobrellvar este tema
Coronavirus conferencia completa de Alberto Fernán,clip_0005,145,como les dije hoy a la mañana en algun medio con el que hable
Coronavirus conferencia completa de Alberto Fernán,clip_0006,146,todo este problema es un problema dinamico es un problema que estamos conociendo el mundo
Coronavirus conferencia completa de Alberto Fernán,clip_0007,98,que se ha desarrollado de un modo virulento en muchos lugares del mundo
Coronavirus conferencia completa de Alberto Fernán,clip_0008,141,y donde nosotros seguimos muy de cerca las experiencias que se estan dando en el mundo y las recomendaciones
Coronavirus conferencia completa de Alberto Fernán,clip_0009,150,que es la organizacion mundial de la azulay lud que para nosotros es una fuente muy valida
Coronavirus conferencia completa de Alberto Fernán,clip_0010,187,como por esta idea por donde andaran todo indica que lo que nosotros tenemos que lograr
Coronavirus conferencia completa de Alberto Fernán,clip_0011,81,es minimizar la circulacion del virus
Coronavirus conferencia completa de Alberto Fernán,clip_0012,160,es decir hacer todo lo posible para que el virus no circula entre nosotros
Coronavirus conferencia completa de Alberto Fernán,clip_0013,241,sabemos hasta aqui que todos los casos que hemos tenido son casos importados y debemos tratar de que tarde lo mas posible
Coronavirus conferencia completa de Alberto Fernán,clip_0014,164,en convertirse en un virus autoctono algo que en algun momento tal vez ocurra
Coronavirus conferencia completa de Alberto Fernán,clip_0015,116,pero tal vez podemos hacer mucho mas lento ese episodio
Coronavirus conferencia completa de Alberto Fernán,clip_0016,86,y en el mientras tanto ganar tiempo es muy importante
Coronavirus conferencia completa de Alberto Fernán,clip_0017,98,porque ganando tiempo podemos administrar la cuestion sanitaria
Coronavirus conferencia completa de Alberto Fernán,clip_0018,176,y la cuestion de la salud en el dia de hoy analizamos puntualmente a partir
Coronavirus conferencia completa de Alberto Fernán,clip_0019,203,de una recomendacion de la organizacion mundial de la salud de esta mañana que es que se tomen medidas drasticas
Coronavirus conferencia completa de Alberto Fernán,clip_0020,102,y se ataque en conjunto todo lo que se pueda atacar
Coronavirus conferencia completa de Alberto Fernán,clip_0021,84,para impedir la proliferacion del virus
Coronavirus conferencia completa de Alberto Fernán,clip_0022,188,entonces analizamos el caso de las clases de los alumnos de educacion primaria y secundaria
Coronavirus conferencia completa de Alberto Fernán,clip_0023,101,con la idea de que podemos hacer algo
Coronavirus conferencia completa de Alberto Fernán,clip_0024,94,para evitar la circulacion del virus en menores que en verdad
Coronavirus conferencia completa de Alberto Fernán,clip_0025,121,todos estan contestes en decir que su riesgo de contagio
Coronavirus conferencia completa de Alberto Fernán,clip_0026,90,no es importante no se ha dado hasta aqui
Coronavirus conferencia completa de Alberto Fernán,clip_0027,108,como un factor de riesgo para menores
Coronavirus conferencia completa de Alberto Fernán,clip_0028,148,que no ha causado numeros trascendentales de casos letales
Coronavirus conferencia completa de Alberto Fernán,clip_0029,162,pero que muchas veces son portadores y terminan contagiando a familiares y adultos
Coronavirus conferencia completa de Alberto Fernán,clip_0030,100,entonces con esa idea hemos tomado una decision
Coronavirus conferencia completa de Alberto Fernán,clip_0031,101,que es la de suspender las clases a partir de mañana
Coronavirus conferencia completa de Alberto Fernán,clip_0032,105,hasta el dia 31 de marzo
Coronavirus conferencia completa de Alberto Fernán,clip_0033,147,lo hacemos con el proposito de minimizar el transito
Coronavirus conferencia completa de Alberto Fernán,clip_0034,108,de todos estos alumnos y de ese modo tambien
Coronavirus conferencia completa de Alberto Fernán,clip_0035,88,minimizar el transito del virus
Coronavirus conferencia completa de Alberto Fernán,clip_0036,78,que no se dicten clases no quiere decir que las escuelas van a estar cerradas
Coronavirus conferencia completa de Alberto Fernán,clip_0037,110,las escuelas van a estar abiertas atendiendo las obligaciones
Coronavirus conferencia completa de Alberto Fernán,clip_0038,85,las otras obligaciones colaterales que las escuelas tienen
Coronavirus conferencia completa de Alberto Fernán,clip_0039,120,las escuelas tienen que ver con el alimento de muchos de esos chicos
Coronavirus conferencia completa de Alberto Fernán,clip_0040,172,y tambien la colaboracion que los maestros puedan dar a sus alumnos que lo necesiten
Coronavirus conferencia completa de Alberto Fernán,clip_0041,132,lo que esta claro es que durante 14 dias los alumnos no van a tener clases de acuerdo
Coronavirus conferencia completa de Alberto Fernán,clip_0042,88,desde mañana hasta el dia 31 de marzo
Coronavirus conferencia completa de Alberto Fernán,clip_0043,78,hemos tomado tambien otras decisiones
Coronavirus conferencia completa de Alberto Fernán,clip_0044,134,la mas importante es que hemos cerrado la frontera de la argentina
Coronavirus conferencia completa de Alberto Fernán,clip_0045,115,durante los proximos 15 dias periodo oeste que puede ser prorrogable
Coronavirus conferencia completa de Alberto Fernán,clip_0046,104,las fronteras argentinas se han cerrado por que lo hacemos
Coronavirus conferencia completa de Alberto Fernán,clip_0047,120,porque el episodio del coronavirus ya no viene solamente de europa
Coronavirus conferencia completa de Alberto Fernán,clip_0048,78,esta empezando a afectar a paises limitrofecias
Coronavirus conferencia completa de Alberto Fernán,clip_0049,106,a nosotros mismos y ademas porque tambien hemos observado
Coronavirus conferencia completa de Alberto Fernán,clip_0050,170,que por la frontera extraterrestres en un trabajo muy importante que hizo migraciones en misiones
Coronavirus conferencia completa de Alberto Fernán,clip_0051,113,por la frontera extraterrestres vienen turistas
Coronavirus conferencia completa de Alberto Fernán,clip_0052,110,que vienen de las zonas de riesgo que nosotros calificamos como zonas de riesgo
Coronavirus conferencia completa de Alberto Fernán,clip_0053,117,asi hemos tomado la decision de que durante los proximos 15 dias
Coronavirus conferencia completa de Alberto Fernán,clip_0054,109,vamos a cerrar las fronteras y nadie podra ingresar a la argentina
Coronavirus conferencia completa de Alberto Fernán,clip_0055,76,salvo obviamente los argentinos nativos
Coronavirus conferencia completa de Alberto Fernán,clip_0056,95,o los extranjeros residentes en la argentina
Coronavirus conferencia completa de Alberto Fernán,clip_0057,158,vamos a disponer desde ya mismo
Coronavirus conferencia completa de Alberto Fernán,clip_0058,164,no se van a poder desarrollar ningun tipo de espectaculos
Coronavirus conferencia completa de Alberto Fernán,clip_0059,130,ningun tipo de teatro cine espectaculos deportivos
Coronavirus conferencia completa de Alberto Fernán,clip_0060,153,espectaculos musicales que significan un numero importante de gente
Coronavirus conferencia completa de Alberto Fernán,clip_0061,104,que se nuclean en su encuentro tratando de evitar que en la multitud
Coronavirus conferencia completa de Alberto Fernán,clip_0062,181,el virus se disemine de acuerdo en el dia de mañana
Coronavirus conferencia completa de Alberto Fernán,clip_0063,88,ah perdon vamos a disponer tambien mañana
Coronavirus conferencia completa de Alberto Fernán,clip_0064,139,el licenciamiento de todos los mayores de 65 años
Coronavirus conferencia completa de Alberto Fernán,clip_0065,97,que es la edad que nosotros consideramos de mayor riesgo
Coronavirus conferencia completa de Alberto Fernán,clip_0066,76,por lo tanto a las personas de mas de 65 años
Coronavirus conferencia completa de Alberto Fernán,clip_0067,109,les vamos a pedir que se queden en sus casas
Coronavirus conferencia completa de Alberto Fernán,clip_0068,143,tranquilas que disfruten de su casa vamos a asignarles
Coronavirus conferencia completa de Alberto Fernán,clip_0069,148,porque ellos tienen que ademas seguir haciendo su vida horarios de atencion especifica para estos mayores
Coronavirus conferencia completa de Alberto Fernán,clip_0070,80,en bancos en centros de salud
Coronavirus conferencia completa de Alberto Fernán,clip_0071,121,lo que ellos puedan necesitar fijarles un horario de atencion para que en ese horario puedan ir
Coronavirus conferencia completa de Alberto Fernán,clip_0072,117,no tengan que tener esperas y fundamentalmente no tengan que vivir
Coronavirus conferencia completa de Alberto Fernán,clip_0073,196,momentos de aglomeracion de gente donde tambien puedan llegar a sufrir algun tipo de contagio
Coronavirus conferencia completa de Alberto Fernán,clip_0074,225,en el dia de mañana vamos a reunir al gabinete economico social
Coronavirus conferencia completa de Alberto Fernán,clip_0075,99,alli tenemos preparadas una serie de medidas economicas
Coronavirus conferencia completa de Alberto Fernán,clip_0076,112,a tomar para paliar los efectos de esta pandemia
Coronavirus conferencia completa de Alberto Fernán,clip_0091,140,yo quiero decirles que estas medidas no suponen ningun agravamiento de la situacion
Coronavirus conferencia completa de Alberto Fernán,clip_0092,78,que teniamos o que conociamos hasta hoy
Coronavirus conferencia completa de Alberto Fernán,clip_0093,82,simplemente como le dije a los medicos
Coronavirus conferencia completa de Alberto Fernán,clip_0094,124,con mi logica de abogado yo pienso que si atacamos el problema de chiquito
Coronavirus conferencia completa de Alberto Fernán,clip_0099,107,paulatino de tal modo que el servicio sanitario argentino
Coronavirus conferencia completa de Alberto Fernán,clip_0100,88,pueda atenderlo pueda controlarlo pueda resolverlo
Coronavirus conferencia completa de Alberto Fernán,clip_0101,88,asi que mi logica de abogado ha servido en algo para esto
Coronavirus conferencia completa de Alberto Fernán,clip_0102,152,lo mio fue intuitivo pero tiene logica en el mundo de la ciencia medica
Coronavirus conferencia completa de Alberto Fernán,clip_0103,132,y en eso estamos trabajando nadie se inquieta porque no estamos haciendo esto
Coronavirus conferencia completa de Alberto Fernán,clip_0104,124,porque la situacion se haya grabado estamos haciendo esto para atacar el problema
Coronavirus conferencia completa de Alberto Fernán,clip_0105,94,y poder manejarlo lice llanamente
Coronavirus conferencia completa de Alberto Fernán,clip_0106,111,como dije esta mañana en algun programa que me entreviste a ovanon
Coronavirus conferencia completa de Alberto Fernán,clip_0107,85,miren aca tenemos que luchar contra las dos cosas
Coronavirus conferencia completa de Alberto Fernán,clip_0111,79,que estaban alli les contaba una sensacion mia
Coronavirus conferencia completa de Alberto Fernán,clip_0112,111,yo siento que estamos luchando contra un enemigo invisible
Coronavirus conferencia completa de Alberto Fernán,clip_0113,87,que de repente anida en alguno de nosotros
Coronavirus conferencia completa de Alberto Fernán,clip_0118,158,y nosotros podemos dañar al otro y que el modo solidario es cuidarnos nosotros
Coronavirus conferencia completa de Alberto Fernán,clip_0119,172,para cuidar a los otros y en esto voy a ser inflexible
Coronavirus conferencia completa de Alberto Fernán,clip_0120,81,los que tengan que hacer la cuarentena van a cumplir la cuarentena
Coronavirus conferencia completa de Alberto Fernán,clip_0121,124,y si no la cumplen vamos a ocuparnos de perseguirlos penalmente
Coronavirus conferencia completa de Alberto Fernán,clip_0128,114,es que la soberbia de un tonto no va a poner en peligro a la argentina
Coronavirus conferencia completa de Alberto Fernán,clip_0129,105,asi que las reglas que se han impuesto
Coronavirus conferencia completa de Alberto Fernán,clip_0130,113,de cuarentena deben ser cumplidas al pie de la letra
Coronavirus conferencia completa de Alberto Fernán,clip_0131,152,el gobernador de santiago del estero dias atras encontro a un ciudadano español violando la cuarentena
Coronavirus conferencia completa de Alberto Fernán,clip_0133,73,no es por beneficio del gobierno
Coronavirus conferencia completa de Alberto Fernán,clip_0134,162,porque el gobierno no se beneficia con esto necesito que los argentinos nos cuidemos
Coronavirus conferencia completa de Alberto Fernán,clip_0137,79,como suelo decir dejenme usar una frase del general
Coronavirus conferencia completa de Alberto Fernán,clip_0139,90,de acuerdo si hacemos las cosas y cumplimos con las normas
Coronavirus conferencia completa de Alberto Fernán,clip_0140,84,si hacemos las cosas que la autoridad sanitaria recomienda
Coronavirus conferencia completa de Alberto Fernán,clip_0141,111,vamos a poder sobrellevar este problema y vamos a poder sacarlo adelante
Coronavirus conferencia completa de Alberto Fernán,clip_0142,76,con los daños que este problema lamentablemente va a causar
Coronavirus conferencia completa de Alberto Fernán,clip_0143,145,pero bueno pero preservando la vida y la salud de los argentinos
Coronavirus conferencia completa de Alberto Fernán,clip_0146,86,hoy nos enteramos me conto gines hace un rato
Coronavirus conferencia completa de Alberto Fernán,clip_0147,102,que tuvimos dos casos en tierra del fuego
Coronavirus conferencia completa de Alberto Fernán,clip_0148,132,que hasta aca venia sin ningun numero de afectados
Coronavirus conferencia completa de Alberto Fernán,clip_0149,113,y han aparecido y creo que eso tiene que ver con la circulacion turistica
Coronavirus conferencia completa de Alberto Fernán,clip_0150,119,que puede haber llevado el virus hacia esos lados
Coronavirus conferencia completa de Alberto Fernán,clip_0155,122,son preguntas muy cortitas simplemente aclaratorias preguntarles que pasa con el nivel inicial
Coronavirus conferencia completa de Alberto Fernán,clip_0156,121,con jardin de infantes preguntarles que pasa con el caso del subte
Coronavirus conferencia completa de Alberto Fernán,clip_0157,118,sobre todo y algunas lineas ferroviarias donde la gente va muy atestada
Coronavirus conferencia completa de Alberto Fernán,clip_0158,109,preguntarle si consideran quienes van a hacerse cargo de los chicos
Coronavirus conferencia completa de Alberto Fernán,clip_0159,102,porque solamente se licencia a los mayores de 65 años
Coronavirus conferencia completa de Alberto Fernán,clip_0160,128,y por ultimo preguntarles que pasa con los que quieren salir de la argentina con el tema del cierre de fronteras
Coronavirus conferencia completa de Alberto Fernán,clip_0163,114,cuando termine la reunion del gabinete economico social
Coronavirus conferencia completa de Alberto Fernán,clip_0164,124,porque no el jardin perdon lo del jardin es igual que el nivel primario
