split,spk,titulo,clip,n_frames,texto,npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0147,84,de carreras el año pasado,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0147.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0148,89,termine el postitulo en pedagogia de genero en el que,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0148.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0149,84,trabaje todo este tipo de situaciones y,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0149.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0150,173,al finalizar perdon fue el año pasado no el anterior no no el año pasado,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0150.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0151,114,con esto de la pandemia como que me me desoriento,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0151.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0152,98,y despues al terminar comence dando capacitaciones,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0152.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0153,84,en general trabajando con los profesorados,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0153.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0154,102,con los institutos superiores de formacion docente en donde se forma,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0154.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0155,118,al docente y es el que por ahi necesita y esta mas,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0155.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0156,103,mas abierto a ver que es lo que que es lo nuevo que hay,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0156.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0157,107,una de las cosas que me pasaba cuando era directora,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0157.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0158,108,por ejemplo de la escuela es que trabajas con todo un abanico,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0158.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0159,79,de docentes de compañeros y compañeras,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0159.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0160,99,muchos de los cuales eran profes que estaban de hace años es mas,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0160.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0161,108,yo les conte que estaban en la misma escuela tenia profes que habian sido mis profes,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0161.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0162,128,cuando yo era alumna asi que imaginense tenia dinosaurios ahi en la escuela,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0162.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0163,125,y costaba muchisimo trabajar con ellos,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0163.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0164,122,las nuevas tecnologias las nuevas,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0164.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0165,109,diversidades y demas y sin embargo con los chicos por ahi,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0165.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0166,109,los docentes nuevos era mucho mas facil porque estaban como deseosos de ver,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0166.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0167,97,que se podia hacer como podiamos cambiar esto entonces bueno,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0167.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0168,87,una de las de las puntas que trabajamos el año pasado,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0168.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0169,96,fue ir a los institutos superior de profesorado para trabajar,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0169.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0170,85,la educacion sexual integral impartir este,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0170.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0171,92,pequeño por ejemplo ejemplo que les di de como hacerlo,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0171.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0172,133,en matematica bueno esas pequeñas cosas trabajarlas,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0172.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0173,105,en en cursos de perfeccionamiento y en capacitaciones,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0173.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0174,103,de ese asi que si me dedique a partir del año pasado,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0174.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0175,126,a eso asi que si se puede rodrigo por que,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0175.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0176,88,pensas por que se esta en la sociedad que no se puede,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0176.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0177,100,tener que ir diciendo vos sos tal persona,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0177.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0178,81,por lo que a vos te gusta por lo que vos haces,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0178.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0179,84,o sea por que te tienen que ir diciendo con el dedo ah no,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0179.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0180,95,vos te vestis como varon bueno esto ya esta un poquito varon sos varon porque,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0180.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0181,89,ah vos te viste a nosotros si sos mujer y capaz que en realidad,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0181.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0182,100,vos no te sentis asi o no queres mostrar eso,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0182.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0183,114,entonces es como que tengo esa duda porque aca tenemos yo personalmente,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0183.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0184,101,tengo mis pensamientos obviamente pero es como que quiero tener tu,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0184.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0185,93,tu Zhu a tu respuesta y es por lo que,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0185.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0186,134,hemos hablado anteriormente con esto de la masculinidad,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0186.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0187,85,y la heterosexualidad si vivimos en una,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0187.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0188,82,en una sociedad completamente binaria,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0188.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0189,88,en la que se o varon o mujer si,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0189.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0190,126,y estas son las pequeñas cosas que vamos a ir cambiando porque esto de las diversidades sexuales,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0190.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0191,83,se va demostrando como recien les dije que por ahi quieras,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0191.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0193,88,quiera ser nena o alguien que nazca nena quiere ser nene,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0193.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0194,143,y despues siendo nene le siguen gustando los nenes,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0194.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0195,93,si o sea no porque cambian,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0195.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0196,118,su identidad sexual pueden cambiar su gusto,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0196.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0197,101,hacia la otra persona si pero esto esta,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0197.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0198,109,dado a nivel social o sea creo que ustedes son quienes estan,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0198.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0199,117,con todo a favor para poder ir cambiando este tipo de cosas,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0199.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0200,133,y lo fueron demostrando de a poco yo que por ahi transite,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0200.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0201,149,la educacion mi carrera educativa,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0201.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0202,83,durante mucho tiempo fui viendo todos estos cambios,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0202.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0203,208,que por ahi encontraba un chico que por ahi se pintaba las uñas,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0203.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0204,93,si y que no por eso generaba nada,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0204.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0205,94,o sea no era que se pintaba las uñas era menos o mas o menos que el otro,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0205.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0206,105,si era un nene pero que se pintaba las uñas,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0206.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0207,125,si entonces ese tipo de pequeñas cosas,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0207.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0208,103,son las que van a ir cambiando a nuestra sociedad y que va a llegar,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0208.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0209,100,un momento en el que no importa si esta vestido o vestida,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0209.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0210,105,como la normativa dice si que me importa,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0210.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0211,117,o sea es una persona si es una persona pero bueno,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0211.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0212,134,va a costar va a costar si y esto me hiciste acordar,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0212.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0213,92,que hace un mes estamos con unas amigas y les estaba contando,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0213.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0214,140,si porque se habia ido con su pareja y la pareja era tambien mujer,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0214.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0215,128,entonces cual es el motivo si era una pareja por que tenes que estar diciendo,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0215.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0216,123,si era mujer o si era varon si era una pareja insisto o sea no era el hecho,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0216.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0217,95,o sea la pareja le habia pasado tal situacion pero no le importaba,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0217.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0218,100,si era mujer o si era varon entonces ese tipo de pequeñas cosas,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0218.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0219,80,son las que la sociedad esta llena si,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0219.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0220,95,que tenemos que ir que ustedes son los que van a tener que ir cambiando esto,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0220.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0221,132,con estos pensamientos que tienen porque es muy importante hacer el cambio gradual,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0221.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0222,197,en toda esta esta voragine social yo te queria decir,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0222.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0223,118,si para darme un cierre tenias algo,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0223.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0224,154,que no haya entrado dentro de las preguntas o algo que quieras tocar,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0224.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0225,94,por lo general fueron muy buenas preguntas,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0225.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0226,81,que abarcaron practicamente casi todo el abanico,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0226.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0227,137,que estabamos que bueno que la esi puede llegar a abarcar,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0227.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0228,117,yo simplemente la verdad agradecerles,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0228.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0229,130,que se interesen yo me siento realmente honrada,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0229.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0230,145,de que se interesen no me siento definitivamente capaz de decirles,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0230.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0231,83,que son personas  que es muy capacitada para un monton de cosas yo todo lo que les conte,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0231.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0232,90,fueron vivencias personales que realmente no se si es la realidad,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0232.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0233,86,como les dije anteriormente no es la realidad de todo el mundo,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0233.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0234,170,pero bueno espero que les haya servido me senti muy comoda,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0234.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0235,138,con ustedes con sus preguntas y bueno,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0235.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0236,97,lo unico que me resta decirles es que sigan,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0236.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0237,136,manejandose de esa manera que sigan         interiorizandose que practiquen,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0237.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0238,119,que hagan preguntas y bueno que sigan,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0238.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0239,130,en este camino le agradezco,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0239.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0240,148,que me haya invitado que coordine esto,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0240.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0241,94,que bueno que haya mas,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0241.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0242,136,que haya mas espacios como este porque y aca bueno,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0242.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0243,161,me va a salir un poco de la politica que hayan            cuando algo no es nombrado,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0243.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0244,87,cuando no es dicho cuando no se manifiesta,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0244.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0245,80,ese algo no existe si,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0245.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0246,87,entonces si lo manifestamos,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0246.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0247,99,si lo hacemos publico si lo preguntamos,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0247.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0248,99,ahi le empezamos a dar identidad si y todo esto,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0248.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0249,99,fue lo que justamente no paso con el colectivo lgbt,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0249.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0250,102,si era lo que no se nombraba lo que quedaba a un costado,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0250.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0251,82,lo que mejor lo dejaba lo dejamos ahi entonces claro como que,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0251.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0252,119,que si no existia mejor no no tenemos que hablar sobre eso,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0252.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0253,140,entonces esa invisibilizacion si tambien es una forma de discriminacion,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0253.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0254,109,entonces que mejor que empezar a visibilizar los espacios,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0254.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0255,117,bueno con la palabra muchas gracias,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0255.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0256,81,por el tiempo por,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0256.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0257,138,por compartir y por por               por por por hablar de esto,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0257.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0258,84,a nombrar a darle la entidad que tiene,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0258.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0259,123,y que tiene que tener muchas gracias a brenda lara,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0259.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0260,111,sofia a luzmila a rodrigo a alex que no pudieron estar,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0260.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0261,102,por algunas cuestiones pero que pudieron estar en las preguntas,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0261.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0262,98,en sus inquietudes y que siempre nos aportan una mirada que que refresca,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0262.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0263,81,y que y bueno nos encanta siempre que participen,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0263.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0264,127,y por tener la oportunidad de de en este momento      que nos dejo de darnos,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0264.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0265,158,el tiempito para participar en estos espacios y bueno disfrutarlo y compartirlo,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0265.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0266,101,con la comunidad educativa de la provincia que esperemos que este interesada,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0266.npz
train,f12,Las y los estudiantes al frente - Entrevista a la,clip_0267,152,y que pueda llevarse algo de la charla muchas gracias a todas y a todos,data/processed/lip_rois/Las y los estudiantes al frente - Entrevista a la/clip_0267.npz
train,f13,Los COCINEROS de TELEVISIÓN revelan sus SECRETOS e,clip_0004,108,y tambien mucho rating vamos a escucharlos y a verlos,data/processed/lip_rois/Los COCINEROS de TELEVISIÓN revelan sus SECRETOS e/clip_0004.npz
train,f13,Los COCINEROS de TELEVISIÓN revelan sus SECRETOS e,clip_0005,124,llegan a profesiones argentinas los cocineros de la tele,data/processed/lip_rois/Los COCINEROS de TELEVISIÓN revelan sus SECRETOS e/clip_0005.npz
train,f13,Los COCINEROS de TELEVISIÓN revelan sus SECRETOS e,clip_0007,97,como se hace la comida no todos los cocineros de la tele saben cocinar muchas veces pasa que das bien en camara,data/processed/lip_rois/Los COCINEROS de TELEVISIÓN revelan sus SECRETOS e/clip_0007.npz
train,f13,Los COCINEROS de TELEVISIÓN revelan sus SECRETOS e,clip_0008,147,y quizas no tenes el talento para tener un restaurante,data/processed/lip_rois/Los COCINEROS de TELEVISIÓN revelan sus SECRETOS e/clip_0008.npz
train,f13,Los COCINEROS de TELEVISIÓN revelan sus SECRETOS e,clip_0009,110,pero bueno en la tele garpas bien puede ser que haya gente todos cocinamos,data/processed/lip_rois/Los COCINEROS de TELEVISIÓN revelan sus SECRETOS e/clip_0009.npz
train,f13,Los COCINEROS de TELEVISIÓN revelan sus SECRETOS e,clip_0010,113,porque todos comemos y hay veces que hay programas de cocina que no estan hechos por cocineros,data/processed/lip_rois/Los COCINEROS de TELEVISIÓN revelan sus SECRETOS e/clip_0010.npz
train,f13,Los COCINEROS de TELEVISIÓN revelan sus SECRETOS e,clip_0011,145,no no todos no me pidas nombres la cocina de tele es compleja,data/processed/lip_rois/Los COCINEROS de TELEVISIÓN revelan sus SECRETOS e/clip_0011.npz
train,f13,Los COCINEROS de TELEVISIÓN revelan sus SECRETOS e,clip_0012,129,pero la cocina real es mucho mas compleja no se si todos los cocineros de la tele saben cocinar,data/processed/lip_rois/Los COCINEROS de TELEVISIÓN revelan sus SECRETOS e/clip_0012.npz
train,f13,Los COCINEROS de TELEVISIÓN revelan sus SECRETOS e,clip_0013,130,o sea la tele ayuda un poco a disimular algunas cosas,data/processed/lip_rois/Los COCINEROS de TELEVISIÓN revelan sus SECRETOS e/clip_0013.npz
train,f13,Los COCINEROS de TELEVISIÓN revelan sus SECRETOS e,clip_0014,129,todos los medicos saben curar bueno ahora estare que te cura mejor y que te cura mas o menos en especialista,data/processed/lip_rois/Los COCINEROS de TELEVISIÓN revelan sus SECRETOS e/clip_0014.npz
train,f13,Los COCINEROS de TELEVISIÓN revelan sus SECRETOS e,clip_0015,105,algunos saben mucho mas que otros algunos me parece que solo saben cocinar en tele,data/processed/lip_rois/Los COCINEROS de TELEVISIÓN revelan sus SECRETOS e/clip_0015.npz
train,f13,Los COCINEROS de TELEVISIÓN revelan sus SECRETOS e,clip_0016,152,y otros son cocineros o somos cocineros de profesion,data/processed/lip_rois/Los COCINEROS de TELEVISIÓN revelan sus SECRETOS e/clip_0016.npz
train,f13,Los COCINEROS de TELEVISIÓN revelan sus SECRETOS e,clip_0018,119,que tengan un buen sabor que tengan color que te imagines que tal vez sean crocantes o jugosos,data/processed/lip_rois/Los COCINEROS de TELEVISIÓN revelan sus SECRETOS e/clip_0018.npz
train,f13,Los COCINEROS de TELEVISIÓN revelan sus SECRETOS e,clip_0019,108,el que mas tienta y lo que mas llega son los hogareños,data/processed/lip_rois/Los COCINEROS de TELEVISIÓN revelan sus SECRETOS e/clip_0019.npz
train,f13,Los COCINEROS de TELEVISIÓN revelan sus SECRETOS e,clip_0020,117,porque ahi le tocas una fibra para mi es la carne y el fuego,data/processed/lip_rois/Los COCINEROS de TELEVISIÓN revelan sus SECRETOS e/clip_0020.npz
train,f13,Los COCINEROS de TELEVISIÓN revelan sus SECRETOS e,clip_0021,112,pizza porque es como popular y siempre encontras algun tip,data/processed/lip_rois/Los COCINEROS de TELEVISIÓN revelan sus SECRETOS e/clip_0021.npz
train,f13,Los COCINEROS de TELEVISIÓN revelan sus SECRETOS e,clip_0022,117,alguna cosa divertida para dar una pizza o una milanesa o lo que fuere,data/processed/lip_rois/Los COCINEROS de TELEVISIÓN revelan sus SECRETOS e/clip_0022.npz
train,f13,Los COCINEROS de TELEVISIÓN revelan sus SECRETOS e,clip_0023,153,con el queso fundiendose que esta cayendo un buen vacio que lo llevamos con tiempo,data/processed/lip_rois/Los COCINEROS de TELEVISIÓN revelan sus SECRETOS e/clip_0023.npz
train,f13,Los COCINEROS de TELEVISIÓN revelan sus SECRETOS e,clip_0024,103,queso retido un queso muy gratinado un risotto un wok,data/processed/lip_rois/Los COCINEROS de TELEVISIÓN revelan sus SECRETOS e/clip_0024.npz
