dataset_group,source_id,clip_id,clip_name,model_role,model_name,device,compute_type,audio_path,audio_gcs_path,transcript_path,transcript_gcs_path,text,language,duration,status,notes
argentina/existing,f09__ESTOY_EN_UN_BROTE_PERDON,f09::ESTOY EN UN BROTE PERDON::clip_0005,clip_0005,large,large-v3,cuda,float16,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f09__ESTOY_EN_UN_BROTE_PERDON/reconstructed_audio/clip_0005.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f09__ESTOY_EN_UN_BROTE_PERDON/clip_0005.wav,/home/bianc/labios-full-clean-release/data_release/work/asr_existing/transcripts/large/f09__ESTOY_EN_UN_BROTE_PERDON/clip_0005.txt,gs://labios-argentos-vsr-clean-v1/argentina/existing/transcripts/large/f09__ESTOY_EN_UN_BROTE_PERDON/clip_0005.txt,"Sí, suscríbanse, hagan bienvenidos a Patreon, vamos a hablar de Milei, de Emilia, no sé, me dijeron que analice también Gran Hermano, por qué le está yendo mal y todo eso, hice toda una tesis al respecto.",es,8.67,completed_asr,
argentina/existing,f09__ESTOY_EN_UN_BROTE_PERDON,f09::ESTOY EN UN BROTE PERDON::clip_0006,clip_0006,large,large-v3,cuda,float16,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f09__ESTOY_EN_UN_BROTE_PERDON/reconstructed_audio/clip_0006.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f09__ESTOY_EN_UN_BROTE_PERDON/clip_0006.wav,/home/bianc/labios-full-clean-release/data_release/work/asr_existing/transcripts/large/f09__ESTOY_EN_UN_BROTE_PERDON/clip_0006.txt,gs://labios-argentos-vsr-clean-v1/argentina/existing/transcripts/large/f09__ESTOY_EN_UN_BROTE_PERDON/clip_0006.txt,"Literal, de cómo le iba a ir mal a este gran hermano sin que antes le fuera mal. O sea, chicos, les pido por favor, no me subestimen. Hace un video, lo hice antes de que sucediera. Literal, vayan a verlo. Los invito. Un video de 40 minutos.",es,10.99,completed_asr,
argentina/existing,f09__ESTOY_EN_UN_BROTE_PERDON,f09::ESTOY EN UN BROTE PERDON::clip_0007,clip_0007,large,large-v3,cuda,float16,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f09__ESTOY_EN_UN_BROTE_PERDON/reconstructed_audio/clip_0007.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f09__ESTOY_EN_UN_BROTE_PERDON/clip_0007.wav,/home/bianc/labios-full-clean-release/data_release/work/asr_existing/transcripts/large/f09__ESTOY_EN_UN_BROTE_PERDON/clip_0007.txt,gs://labios-argentos-vsr-clean-v1/argentina/existing/transcripts/large/f09__ESTOY_EN_UN_BROTE_PERDON/clip_0007.txt,"Haciendo toda una tesis, ¿entendés? Para que después me digan Che, ¿por qué le estás yendo mal a este? Y bueno, ¿qué querés que te responda? Hay que calmarla Ven, ven Yo no los quiero tratar así, chicos Perdón, este no soy yo Sí, soy yo Soy yo",es,9.63,completed_asr,
argentina/existing,f09__ESTOY_EN_UN_BROTE_PERDON,f09::ESTOY EN UN BROTE PERDON::clip_0008,clip_0008,large,large-v3,cuda,float16,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f09__ESTOY_EN_UN_BROTE_PERDON/reconstructed_audio/clip_0008.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f09__ESTOY_EN_UN_BROTE_PERDON/clip_0008.wav,/home/bianc/labios-full-clean-release/data_release/work/asr_existing/transcripts/large/f09__ESTOY_EN_UN_BROTE_PERDON/clip_0008.txt,gs://labios-argentos-vsr-clean-v1/argentina/existing/transcripts/large/f09__ESTOY_EN_UN_BROTE_PERDON/clip_0008.txt,"Bueno, no se puede estar viendo el tiempo, loco Pará",es,4.469,completed_asr,
argentina/existing,f09__ESTOY_EN_UN_BROTE_PERDON,f09::ESTOY EN UN BROTE PERDON::clip_0009,clip_0009,large,large-v3,cuda,float16,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f09__ESTOY_EN_UN_BROTE_PERDON/reconstructed_audio/clip_0009.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f09__ESTOY_EN_UN_BROTE_PERDON/clip_0009.wav,/home/bianc/labios-full-clean-release/data_release/work/asr_existing/transcripts/large/f09__ESTOY_EN_UN_BROTE_PERDON/clip_0009.txt,gs://labios-argentos-vsr-clean-v1/argentina/existing/transcripts/large/f09__ESTOY_EN_UN_BROTE_PERDON/clip_0009.txt,"Aparte sería un psicópata, te pasa algo y vos decís, jajaja, ¿dónde vivís?",es,3.591,completed_asr,
argentina/existing,f09__ESTOY_EN_UN_BROTE_PERDON,f09::ESTOY EN UN BROTE PERDON::clip_0011,clip_0011,large,large-v3,cuda,float16,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f09__ESTOY_EN_UN_BROTE_PERDON/reconstructed_audio/clip_0011.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f09__ESTOY_EN_UN_BROTE_PERDON/clip_0011.wav,/home/bianc/labios-full-clean-release/data_release/work/asr_existing/transcripts/large/f09__ESTOY_EN_UN_BROTE_PERDON/clip_0011.txt,gs://labios-argentos-vsr-clean-v1/argentina/existing/transcripts/large/f09__ESTOY_EN_UN_BROTE_PERDON/clip_0011.txt,estar en agosto en Montevideo y Bariloche. Entradas en paulagustin.com.ar. Seguimos. A mí me sucede un evento que recién estuve pensando en cómo contarlo. Me sucede un evento que me afecta,es,11.67,completed_asr,
argentina/existing,f09__ESTOY_EN_UN_BROTE_PERDON,f09::ESTOY EN UN BROTE PERDON::clip_0012,clip_0012,large,large-v3,cuda,float16,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f09__ESTOY_EN_UN_BROTE_PERDON/reconstructed_audio/clip_0012.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f09__ESTOY_EN_UN_BROTE_PERDON/clip_0012.wav,/home/bianc/labios-full-clean-release/data_release/work/asr_existing/transcripts/large/f09__ESTOY_EN_UN_BROTE_PERDON/clip_0012.txt,gs://labios-argentos-vsr-clean-v1/argentina/existing/transcripts/large/f09__ESTOY_EN_UN_BROTE_PERDON/clip_0012.txt,"Emocionalmente Del ámbito personal No tiene nada que ver con trabajo No tiene nada que ver con nada No es grave O sea, no es la muerte de nadie O sea, estamos todos bien Estamos bien los 33 Todo divino Pero me movió Entonces",es,9.829,completed_asr,
argentina/existing,f09__ESTOY_EN_UN_BROTE_PERDON,f09::ESTOY EN UN BROTE PERDON::clip_0013,clip_0013,large,large-v3,cuda,float16,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f09__ESTOY_EN_UN_BROTE_PERDON/reconstructed_audio/clip_0013.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f09__ESTOY_EN_UN_BROTE_PERDON/clip_0013.wav,/home/bianc/labios-full-clean-release/data_release/work/asr_existing/transcripts/large/f09__ESTOY_EN_UN_BROTE_PERDON/clip_0013.txt,gs://labios-argentos-vsr-clean-v1/argentina/existing/transcripts/large/f09__ESTOY_EN_UN_BROTE_PERDON/clip_0013.txt,"O sea, llegó a moverme hasta antes, de la cabeza estoy hablando. Yo quedé medio como...",es,4.631,completed_asr,
argentina/existing,f09__ESTOY_EN_UN_BROTE_PERDON,f09::ESTOY EN UN BROTE PERDON::clip_0014,clip_0014,large,large-v3,cuda,float16,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f09__ESTOY_EN_UN_BROTE_PERDON/reconstructed_audio/clip_0014.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f09__ESTOY_EN_UN_BROTE_PERDON/clip_0014.wav,/home/bianc/labios-full-clean-release/data_release/work/asr_existing/transcripts/large/f09__ESTOY_EN_UN_BROTE_PERDON/clip_0014.txt,gs://labios-argentos-vsr-clean-v1/argentina/existing/transcripts/large/f09__ESTOY_EN_UN_BROTE_PERDON/clip_0014.txt,"Fue un brote psicótico con delirio místico Bueno, bien O sea, acabo de aterrizar Y estoy medio como que no sé qué está pasando Negación Bueno, negación ante el problema Qué sé yo Hablar con amigos Entonces",es,8.95,completed_asr,
argentina/existing,f09__ESTOY_EN_UN_BROTE_PERDON,f09::ESTOY EN UN BROTE PERDON::clip_0015,clip_0015,large,large-v3,cuda,float16,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f09__ESTOY_EN_UN_BROTE_PERDON/reconstructed_audio/clip_0015.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f09__ESTOY_EN_UN_BROTE_PERDON/clip_0015.wav,/home/bianc/labios-full-clean-release/data_release/work/asr_existing/transcripts/large/f09__ESTOY_EN_UN_BROTE_PERDON/clip_0015.txt,gs://labios-argentos-vsr-clean-v1/argentina/existing/transcripts/large/f09__ESTOY_EN_UN_BROTE_PERDON/clip_0015.txt,"Y yo hablo con Diana, una amiga, la conocen Diana Hernández, le digo, como bueno,",es,5.63,completed_asr,
argentina/existing,f09__ESTOY_EN_UN_BROTE_PERDON,f09::ESTOY EN UN BROTE PERDON::clip_0016,clip_0016,large,large-v3,cuda,float16,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f09__ESTOY_EN_UN_BROTE_PERDON/reconstructed_audio/clip_0016.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f09__ESTOY_EN_UN_BROTE_PERDON/clip_0016.wav,/home/bianc/labios-full-clean-release/data_release/work/asr_existing/transcripts/large/f09__ESTOY_EN_UN_BROTE_PERDON/clip_0016.txt,gs://labios-argentos-vsr-clean-v1/argentina/existing/transcripts/large/f09__ESTOY_EN_UN_BROTE_PERDON/clip_0016.txt,"juntémonos porque aparte no nos teníamos que juntar porque no nos veíamos desde antes que yo fuera a España. Entonces le digo, juntémonos, me tenés que tener que decir, y tengo que contarte esto que me pasó, que me afectó este evento desafortunado, que me afectó emocionalmente, nivel que tuve que...",es,11.19,completed_asr,
argentina/existing,f09__ESTOY_EN_UN_BROTE_PERDON,f09::ESTOY EN UN BROTE PERDON::clip_0017,clip_0017,large,large-v3,cuda,float16,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f09__ESTOY_EN_UN_BROTE_PERDON/reconstructed_audio/clip_0017.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f09__ESTOY_EN_UN_BROTE_PERDON/clip_0017.wav,/home/bianc/labios-full-clean-release/data_release/work/asr_existing/transcripts/large/f09__ESTOY_EN_UN_BROTE_PERDON/clip_0017.txt,gs://labios-argentos-vsr-clean-v1/argentina/existing/transcripts/large/f09__ESTOY_EN_UN_BROTE_PERDON/clip_0017.txt,"con Victoria, ¿entendés? O sea, como, bueno, amiga, bueno, y nos tomamos un buen trago, dale, amigo, yo te doy",es,4.35,completed_asr,
argentina/existing,f09__ESTOY_EN_UN_BROTE_PERDON,f09::ESTOY EN UN BROTE PERDON::clip_0018,clip_0018,large,large-v3,cuda,float16,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f09__ESTOY_EN_UN_BROTE_PERDON/reconstructed_audio/clip_0018.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f09__ESTOY_EN_UN_BROTE_PERDON/clip_0018.wav,/home/bianc/labios-full-clean-release/data_release/work/asr_existing/transcripts/large/f09__ESTOY_EN_UN_BROTE_PERDON/clip_0018.txt,gs://labios-argentos-vsr-clean-v1/argentina/existing/transcripts/large/f09__ESTOY_EN_UN_BROTE_PERDON/clip_0018.txt,contar bueno que yo estoy por salir a juntarme con diana y me entero o sea que en realidad yo ya tendría que haber sabido esto sólo lo reconozco que yo viajaba ese mismo día a las 3 de la mañana,es,12.39,completed_asr,
argentina/existing,f09__ESTOY_EN_UN_BROTE_PERDON,f09::ESTOY EN UN BROTE PERDON::clip_0019,clip_0019,large,large-v3,cuda,float16,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f09__ESTOY_EN_UN_BROTE_PERDON/reconstructed_audio/clip_0019.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f09__ESTOY_EN_UN_BROTE_PERDON/clip_0019.wav,/home/bianc/labios-full-clean-release/data_release/work/asr_existing/transcripts/large/f09__ESTOY_EN_UN_BROTE_PERDON/clip_0019.txt,gs://labios-argentos-vsr-clean-v1/argentina/existing/transcripts/large/f09__ESTOY_EN_UN_BROTE_PERDON/clip_0019.txt,"suspendió Diana, le dije, che, no, perdón, mirá, mañana, o sea, tengo que viajar hoy a las 3 de la mañana, mañana tengo función. No, o sea, le dije, perfecto, llevé a mi perro de urgencia a la misma",es,7.91,completed_asr,
argentina/existing,f09__ESTOY_EN_UN_BROTE_PERDON,f09::ESTOY EN UN BROTE PERDON::clip_0020,clip_0020,large,large-v3,cuda,float16,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f09__ESTOY_EN_UN_BROTE_PERDON/reconstructed_audio/clip_0020.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f09__ESTOY_EN_UN_BROTE_PERDON/clip_0020.wav,/home/bianc/labios-full-clean-release/data_release/work/asr_existing/transcripts/large/f09__ESTOY_EN_UN_BROTE_PERDON/clip_0020.txt,gs://labios-argentos-vsr-clean-v1/argentina/existing/transcripts/large/f09__ESTOY_EN_UN_BROTE_PERDON/clip_0020.txt,"Y mi mamá dijo, mamá, te llevo a Chester porque viajo mañana. No, mentira, mi mamá es la que me avisa. Mi mamá me avisa... No, no, no. O sea, si analizamos esto, por eso tampoco quiero contar tanto, porque, viste, Freud se hace un festín ante esto. La mesa está servida.",es,11.831,completed_asr,
argentina/existing,f09__ESTOY_EN_UN_BROTE_PERDON,f09::ESTOY EN UN BROTE PERDON::clip_0022,clip_0022,large,large-v3,cuda,float16,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f09__ESTOY_EN_UN_BROTE_PERDON/reconstructed_audio/clip_0022.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f09__ESTOY_EN_UN_BROTE_PERDON/clip_0022.wav,/home/bianc/labios-full-clean-release/data_release/work/asr_existing/transcripts/large/f09__ESTOY_EN_UN_BROTE_PERDON/clip_0022.txt,gs://labios-argentos-vsr-clean-v1/argentina/existing/transcripts/large/f09__ESTOY_EN_UN_BROTE_PERDON/clip_0022.txt,"Yo no estoy bien, María Elena. Bueno, me clavo uno. ¿Por qué estoy yo hablando? Esto no es recomendar, es algo que me pasó. No digo ni que esté bien ni que esté mal, que claramente el alcohol es malo.",es,7.749,completed_asr,
argentina/existing,f09__ESTOY_EN_UN_BROTE_PERDON,f09::ESTOY EN UN BROTE PERDON::clip_0023,clip_0023,large,large-v3,cuda,float16,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f09__ESTOY_EN_UN_BROTE_PERDON/reconstructed_audio/clip_0023.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f09__ESTOY_EN_UN_BROTE_PERDON/clip_0023.wav,/home/bianc/labios-full-clean-release/data_release/work/asr_existing/transcripts/large/f09__ESTOY_EN_UN_BROTE_PERDON/clip_0023.txt,gs://labios-argentos-vsr-clean-v1/argentina/existing/transcripts/large/f09__ESTOY_EN_UN_BROTE_PERDON/clip_0023.txt,cuatro de whisky. Cuatro de whisky o más porque tampoco en algún momento uno se deja acordar.,es,6.03,completed_asr,
argentina/existing,f09__ESTOY_EN_UN_BROTE_PERDON,f09::ESTOY EN UN BROTE PERDON::clip_0024,clip_0024,large,large-v3,cuda,float16,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f09__ESTOY_EN_UN_BROTE_PERDON/reconstructed_audio/clip_0024.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f09__ESTOY_EN_UN_BROTE_PERDON/clip_0024.wav,/home/bianc/labios-full-clean-release/data_release/work/asr_existing/transcripts/large/f09__ESTOY_EN_UN_BROTE_PERDON/clip_0024.txt,gs://labios-argentos-vsr-clean-v1/argentina/existing/transcripts/large/f09__ESTOY_EN_UN_BROTE_PERDON/clip_0024.txt,"Y yo viajaba a las 3 de la mañana y en mi cabeza yo dije, cada vez que tomaba un whisky me parecía una idea más inteligente. Agarrar y decir, el próximo whisky voy a dormir como un bebé. Bueno.",es,10.43,completed_asr,
argentina/existing,f09__ESTOY_EN_UN_BROTE_PERDON,f09::ESTOY EN UN BROTE PERDON::clip_0025,clip_0025,large,large-v3,cuda,float16,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f09__ESTOY_EN_UN_BROTE_PERDON/reconstructed_audio/clip_0025.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f09__ESTOY_EN_UN_BROTE_PERDON/clip_0025.wav,/home/bianc/labios-full-clean-release/data_release/work/asr_existing/transcripts/large/f09__ESTOY_EN_UN_BROTE_PERDON/clip_0025.txt,gs://labios-argentos-vsr-clean-v1/argentina/existing/transcripts/large/f09__ESTOY_EN_UN_BROTE_PERDON/clip_0025.txt,"Técnicamente tan equivocado no estaba Voy a adelantar un poquito Yo me desmayé en el avión O sea, me bajó la presión Al sentir que me moría ¿Cómo mi amor? Después yo googleé Y es realmente peligroso Subir muy en pedo a un avión",es,11.47,completed_asr,
argentina/existing,f09__ESTOY_EN_UN_BROTE_PERDON,f09::ESTOY EN UN BROTE PERDON::clip_0026,clip_0026,large,large-v3,cuda,float16,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f09__ESTOY_EN_UN_BROTE_PERDON/reconstructed_audio/clip_0026.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f09__ESTOY_EN_UN_BROTE_PERDON/clip_0026.wav,/home/bianc/labios-full-clean-release/data_release/work/asr_existing/transcripts/large/f09__ESTOY_EN_UN_BROTE_PERDON/clip_0026.txt,gs://labios-argentos-vsr-clean-v1/argentina/existing/transcripts/large/f09__ESTOY_EN_UN_BROTE_PERDON/clip_0026.txt,"por una cuestión de la presurización, la altitud, la deshidratación y la dilatación de los vasos y no sé qué cosa, así que les aviso.",es,13.269,completed_asr,
argentina/existing,f09__ESTOY_EN_UN_BROTE_PERDON,f09::ESTOY EN UN BROTE PERDON::clip_0027,clip_0027,large,large-v3,cuda,float16,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f09__ESTOY_EN_UN_BROTE_PERDON/reconstructed_audio/clip_0027.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f09__ESTOY_EN_UN_BROTE_PERDON/clip_0027.wav,/home/bianc/labios-full-clean-release/data_release/work/asr_existing/transcripts/large/f09__ESTOY_EN_UN_BROTE_PERDON/clip_0027.txt,gs://labios-argentos-vsr-clean-v1/argentina/existing/transcripts/large/f09__ESTOY_EN_UN_BROTE_PERDON/clip_0027.txt,Que no te dejaban pasar Si estabas muy en pedo Yo pasé Y tenía un olor a whisky Que Simón me dijo Te des un olor ¿Me entendés? Yo decía Ay Dios,es,5.88,completed_asr,
argentina/existing,f09__ESTOY_EN_UN_BROTE_PERDON,f09::ESTOY EN UN BROTE PERDON::clip_0028,clip_0028,large,large-v3,cuda,float16,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f09__ESTOY_EN_UN_BROTE_PERDON/reconstructed_audio/clip_0028.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f09__ESTOY_EN_UN_BROTE_PERDON/clip_0028.wav,/home/bianc/labios-full-clean-release/data_release/work/asr_existing/transcripts/large/f09__ESTOY_EN_UN_BROTE_PERDON/clip_0028.txt,gs://labios-argentos-vsr-clean-v1/argentina/existing/transcripts/large/f09__ESTOY_EN_UN_BROTE_PERDON/clip_0028.txt,"Mía, por favor Bueno, me dejaron pasar igual, pero Quizás no deberían, porque yo te juro que me sentí Morir, bueno, también psicológicamente Yo no estaba bien, entonces, pero no, físicamente Fue tremendo, yo colapsé",es,11.47,completed_asr,
argentina/existing,f09__ESTOY_EN_UN_BROTE_PERDON,f09::ESTOY EN UN BROTE PERDON::clip_0029,clip_0029,large,large-v3,cuda,float16,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f09__ESTOY_EN_UN_BROTE_PERDON/reconstructed_audio/clip_0029.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f09__ESTOY_EN_UN_BROTE_PERDON/clip_0029.wav,/home/bianc/labios-full-clean-release/data_release/work/asr_existing/transcripts/large/f09__ESTOY_EN_UN_BROTE_PERDON/clip_0029.txt,gs://labios-argentos-vsr-clean-v1/argentina/existing/transcripts/large/f09__ESTOY_EN_UN_BROTE_PERDON/clip_0029.txt,"Entonces termino con Diana y me voy para el aeropuerto. O sea, vengo acá, agarro las cosas y me voy al aeropuerto.",es,5.23,completed_asr,
argentina/existing,f09__ESTOY_EN_UN_BROTE_PERDON,f09::ESTOY EN UN BROTE PERDON::clip_0030,clip_0030,large,large-v3,cuda,float16,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f09__ESTOY_EN_UN_BROTE_PERDON/reconstructed_audio/clip_0030.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f09__ESTOY_EN_UN_BROTE_PERDON/clip_0030.wav,/home/bianc/labios-full-clean-release/data_release/work/asr_existing/transcripts/large/f09__ESTOY_EN_UN_BROTE_PERDON/clip_0030.txt,gs://labios-argentos-vsr-clean-v1/argentina/existing/transcripts/large/f09__ESTOY_EN_UN_BROTE_PERDON/clip_0030.txt,"Subo, o sea, una madre con un nene está bien, todo bien, amo a las madres. Pero con las madres atrás, literalmente, atrás del avión. No, no, no, el grito del pibe, la piba, perdón. Un grito...",es,10.629,completed_asr,
argentina/existing,f09__ESTOY_EN_UN_BROTE_PERDON,f09::ESTOY EN UN BROTE PERDON::clip_0031,clip_0031,large,large-v3,cuda,float16,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f09__ESTOY_EN_UN_BROTE_PERDON/reconstructed_audio/clip_0031.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f09__ESTOY_EN_UN_BROTE_PERDON/clip_0031.wav,/home/bianc/labios-full-clean-release/data_release/work/asr_existing/transcripts/large/f09__ESTOY_EN_UN_BROTE_PERDON/clip_0031.txt,gs://labios-argentos-vsr-clean-v1/argentina/existing/transcripts/large/f09__ESTOY_EN_UN_BROTE_PERDON/clip_0031.txt,"Pelado, yo en pedo, ¿me entiendes? Yo estaba como... Yo por dentro empezaba a generarse como bronca, ¿entendés? Pero no le pude decir nada. Era la madre y un bebé. ¿Qué le iba a decir?",es,8.99,completed_asr,
argentina/existing,f09__ESTOY_EN_UN_BROTE_PERDON,f09::ESTOY EN UN BROTE PERDON::clip_0032,clip_0032,large,large-v3,cuda,float16,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f09__ESTOY_EN_UN_BROTE_PERDON/reconstructed_audio/clip_0032.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f09__ESTOY_EN_UN_BROTE_PERDON/clip_0032.wav,/home/bianc/labios-full-clean-release/data_release/work/asr_existing/transcripts/large/f09__ESTOY_EN_UN_BROTE_PERDON/clip_0032.txt,gs://labios-argentos-vsr-clean-v1/argentina/existing/transcripts/large/f09__ESTOY_EN_UN_BROTE_PERDON/clip_0032.txt,problema de gritar yo más fuerte que el nene me bajan a mí del avión obviamente si la lámina tipo,es,4.709,completed_asr,
argentina/existing,f09__ESTOY_EN_UN_BROTE_PERDON,f09::ESTOY EN UN BROTE PERDON::clip_0033,clip_0033,large,large-v3,cuda,float16,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f09__ESTOY_EN_UN_BROTE_PERDON/reconstructed_audio/clip_0033.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f09__ESTOY_EN_UN_BROTE_PERDON/clip_0033.wav,/home/bianc/labios-full-clean-release/data_release/work/asr_existing/transcripts/large/f09__ESTOY_EN_UN_BROTE_PERDON/clip_0033.txt,gs://labios-argentos-vsr-clean-v1/argentina/existing/transcripts/large/f09__ESTOY_EN_UN_BROTE_PERDON/clip_0033.txt,"che, fíjate tu pibe. O sea, no había ninguna opción viable más que soportar.",es,7.951,completed_asr,
argentina/existing,f09__ESTOY_EN_UN_BROTE_PERDON,f09::ESTOY EN UN BROTE PERDON::clip_0034,clip_0034,large,large-v3,cuda,float16,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f09__ESTOY_EN_UN_BROTE_PERDON/reconstructed_audio/clip_0034.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f09__ESTOY_EN_UN_BROTE_PERDON/clip_0034.wav,/home/bianc/labios-full-clean-release/data_release/work/asr_existing/transcripts/large/f09__ESTOY_EN_UN_BROTE_PERDON/clip_0034.txt,gs://labios-argentos-vsr-clean-v1/argentina/existing/transcripts/large/f09__ESTOY_EN_UN_BROTE_PERDON/clip_0034.txt,voy a llorar voy a un corte porque no me estoy sintiendo un poquito bien bueno más que soportar bueno y soporté o sea bien y en un momento literalmente a todo esto,es,8.44,completed_asr,
argentina/existing,f09__ESTOY_EN_UN_BROTE_PERDON,f09::ESTOY EN UN BROTE PERDON::clip_0035,clip_0035,large,large-v3,cuda,float16,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f09__ESTOY_EN_UN_BROTE_PERDON/reconstructed_audio/clip_0035.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f09__ESTOY_EN_UN_BROTE_PERDON/clip_0035.wav,/home/bianc/labios-full-clean-release/data_release/work/asr_existing/transcripts/large/f09__ESTOY_EN_UN_BROTE_PERDON/clip_0035.txt,gs://labios-argentos-vsr-clean-v1/argentina/existing/transcripts/large/f09__ESTOY_EN_UN_BROTE_PERDON/clip_0035.txt,"Esto, el pobre nene cagado, ¿viste? Y todo bien. O la madre. O sea, alguno de los dos estaba cagado. O yo estaba cagado. Alguno de los tres estaba cagado. Porque el olor que había alrededor era bosta, pañal.",es,9.63,completed_asr,
argentina/existing,f09__ESTOY_EN_UN_BROTE_PERDON,f09::ESTOY EN UN BROTE PERDON::clip_0036,clip_0036,large,large-v3,cuda,float16,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f09__ESTOY_EN_UN_BROTE_PERDON/reconstructed_audio/clip_0036.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f09__ESTOY_EN_UN_BROTE_PERDON/clip_0036.wav,/home/bianc/labios-full-clean-release/data_release/work/asr_existing/transcripts/large/f09__ESTOY_EN_UN_BROTE_PERDON/clip_0036.txt,gs://labios-argentos-vsr-clean-v1/argentina/existing/transcripts/large/f09__ESTOY_EN_UN_BROTE_PERDON/clip_0036.txt,"Pañal con caca. Yo sé que yo le estoy usando un pañal. La señora no sé. El bebé sospecha bastante del niño. Y está bien, parecito. Se cagó. No, no pasa nada. Pero un tufo que yo te digo...",es,9.03,completed_asr,
