titulo,clip,n_frames,luma_media,frac_oscuros,movimiento_global,actividad_boca,textura_boca,estado,razones,texto
MI PRIMER AMOR - Storytime,clip_0127,99,92.22,0.0,5.889,19.321,120.22,keep,,se paraba adelante de todo y cuando le tiraban pelotas ella las saltaba
MI PRIMER AMOR - Storytime,clip_0128,93,90.69,0.0,9.242,22.725,146.7,keep,,y las esquivaba entonces entonces ramiro estaba como no le encantaba que ella fuera
MI PRIMER AMOR - Storytime,clip_0129,103,87.52,0.0,4.681,17.483,85.53,keep,,valiente que se metiera adelante de todo el me agarraba y me decia vos tenes que ser
MI PRIMER AMOR - Storytime,clip_0130,109,84.68,0.0,6.083,17.438,54.69,keep,,vamos a ponerle un nombre a esta chica vamos a ponerle la esquivadora la mas esquivadora
MI PRIMER AMOR - Storytime,clip_0131,84,85.1,0.0,7.2,24.954,163.11,keep,,me decia vos tenes que ser como la mas esquivadora entendes
MI PRIMER AMOR - Storytime,clip_0133,103,84.68,0.0,8.065,20.713,124.78,keep,,me gustan las chicas que se la bancan no que se quedan atras y corren cual ganado
MI PRIMER AMOR - Storytime,clip_0134,92,94.19,0.0,4.302,18.743,77.81,keep,,el queria una que se ponga el equipo al hombro entonces yo en ese momento
MI PRIMER AMOR - Storytime,clip_0135,94,79.03,0.0,5.407,15.002,96.02,keep,,tenia dos opciones decirle flaco que carajo me esta diciendo como te va a gustar a alguien
MI PRIMER AMOR - Storytime,clip_0136,79,75.03,0.0,8.237,21.509,91.32,keep,,nada mas porque esquiva pelotas o decirle obvio rama
MI PRIMER AMOR - Storytime,clip_0137,98,82.09,0.0,5.344,16.518,80.05,keep,,voy a tratar de esquivar la maxima cantidad de pelotas que pueda y claramente
MI PRIMER AMOR - Storytime,clip_0138,113,83.79,0.0,7.56,18.383,91.14,keep,,cual se piensa que elegi obviamente yo elegi la de listo tengo que ser la mejor jugadora
MI PRIMER AMOR - Storytime,clip_0139,83,82.98,0.0,8.973,21.463,161.38,keep,,de quemado porque ramiro en su puta vida cada vez que jugabamos
MI PRIMER AMOR - Storytime,clip_0140,92,90.13,0.0,5.582,18.063,89.02,keep,,al quemado desde que ramiro me dijo eso yo me ponia adelante de todo
MI PRIMER AMOR - Storytime,clip_0141,83,100.75,0.0,6.101,20.219,88.34,keep,,literalmente me ponia primera en el quemado para que me cagaran
MI PRIMER AMOR - Storytime,clip_0142,88,89.97,0.0,4.226,11.702,51.8,keep,,a pelotazos o sea era una pelota dura dolian los pelotazos y jugabamos tipo
MI PRIMER AMOR - Storytime,clip_0143,171,85.25,0.0,5.955,19.601,125.23,keep,,contra pies y pies te querian quemar les chupabas siete huevos y medio si te rompian la cabeza
MI PRIMER AMOR - Storytime,clip_0144,105,91.85,0.0,5.971,17.942,90.65,keep,,porque encima la cosa era tirar de la cintura para abajo y a veces te la pegaban
MI PRIMER AMOR - Storytime,clip_0145,100,92.28,0.0,5.084,17.151,86.06,keep,,por arriba porque no se iban a apuntar entendes entonces yo me ponia adelante de todo
MI PRIMER AMOR - Storytime,clip_0146,88,100.72,0.0,6.627,18.923,69.7,keep,,y me comia cada pelotazo pero tambien saltaba o sea en ese momento
MI PRIMER AMOR - Storytime,clip_0147,89,87.74,0.0,5.51,15.591,55.58,keep,,de haber sido el momento mas deportista de toda mi vida era un acrobata
MI PRIMER AMOR - Storytime,clip_0148,98,92.51,0.0,5.504,16.238,81.15,keep,,ustedes no entienden o sea yo literalmente me tiraba acrobacias esquivando pelotazos por ramiro
MI PRIMER AMOR - Storytime,clip_0149,108,100.26,0.0,7.375,21.677,84.67,keep,,para que el no me viera yo estaba adelante de todo saltaba como un jugador de basquet
MI PRIMER AMOR - Storytime,clip_0150,92,96.28,0.0,4.897,16.203,97.11,keep,,me pasaban siete pelotas por abajo asi que me daba vuelta y ramiro no me estaba mirando
MI PRIMER AMOR - Storytime,clip_0151,98,95.98,0.0,4.413,18.203,92.64,keep,,entendes le chupaba un huevo a el y yo estaba dejando la vida en la cancha
MI PRIMER AMOR - Storytime,clip_0152,80,94.73,0.0,5.395,17.834,77.06,keep,,o sea yo me daba vuelta despues de quedar tirada en el piso
MI PRIMER AMOR - Storytime,clip_0153,82,88.33,0.0,5.366,14.13,63.64,keep,,me daba vuelta y ramiro seguia mirando a la mas esquivadora no me miraba a mi
MI PRIMER AMOR - Storytime,clip_0154,95,84.42,0.0,3.887,12.073,56.54,keep,,o sea yo con un ojo morado con una pierna fracturada despues que me daban cuenta
MI PRIMER AMOR - Storytime,clip_0155,88,82.13,0.0,3.426,12.971,50.76,keep,,a veces no me lo levantaba o sea claramente fue en vano mi esfuerzo
MI PRIMER AMOR - Storytime,clip_0156,110,90.08,0.0,6.659,20.935,87.97,keep,,nada conclusion esa fue mi etapa de sumisa a las garras de ramiro
MI PRIMER AMOR - Storytime,clip_0157,94,86.78,0.0,5.499,17.574,52.66,keep,,o sea ramiro a pesar de tener este lado veo psicopata que tenia
MI PRIMER AMOR - Storytime,clip_0158,117,88.41,0.0,4.425,17.17,34.24,keep,,tenia su lado tierno y amoroso que paso tengo que abrir que propensas
MI PRIMER AMOR - Storytime,clip_0159,86,85.71,0.0,3.845,12.494,54.7,keep,,a mi me acuerdo una vez que me regalo un collar que se habia robado de la hermana
MI PRIMER AMOR - Storytime,clip_0160,84,89.17,0.0,3.807,13.931,96.77,keep,,ahi esta moviendo el himno ya empezo el dj yo tendria que haber grabado
MI PRIMER AMOR - Storytime,clip_0161,95,88.12,0.0,3.089,11.988,69.48,keep,,el video antes de que esto empezara el corazon ese de plata no se lo habia robado
MI PRIMER AMOR - Storytime,clip_0162,102,87.17,0.0,3.324,11.442,48.24,keep,,a vicky no yo se me habia robado uno que era de no se si era de oro o era de cumpleañito
MI PRIMER AMOR - Storytime,clip_0163,90,87.0,0.0,2.488,10.387,60.64,keep,,uno de cumpleañito porque vicky lo queria mucho se lo robo me lo regalo a mi yo mas tarde
MI PRIMER AMOR - Storytime,clip_0164,107,82.6,0.0,5.742,18.775,1152.15,keep,,me entere que era el collar de la hermana una vez la hermana de ramiro me tiro con un pony
MI PRIMER AMOR - Storytime,clip_0165,97,89.15,0.0,5.902,18.444,660.76,keep,,me tiro con un pony ven esos ponys gigantes de ceramica me tiro con un pony
MI PRIMER AMOR - Storytime,clip_0166,88,91.7,0.0,6.097,19.145,129.6,keep,,gigante de ceramica me tiro por la cabeza te acordas yo me recalente
MI PRIMER AMOR - Storytime,clip_0167,85,97.31,0.0,4.25,18.244,94.95,keep,,y agarre una escoba que habia en el piso era una escoba chiquitita la agarre
MI PRIMER AMOR - Storytime,clip_0168,95,100.88,0.0,9.525,24.137,100.7,keep,,y se la puse a vicky en el cuello la acorrale contra la pared y le dije que te pasa
MI PRIMER AMOR - Storytime,clip_0169,84,96.9,0.0,3.246,14.451,92.21,keep,,porque claro a la primera vista ella se estaba celosa no me queria mucho
MI PRIMER AMOR - Storytime,clip_0170,92,96.73,0.0,3.425,13.107,75.0,keep,,yo deberia haberlo hecho a ramiro o sea yo la desepilaba siempre terminaban heridas
MI PRIMER AMOR - Storytime,clip_0172,141,141.76,0.0,6.747,34.429,45.43,keep,,a ramiro barreto es su oficina quien sabe que me peinen
MI PRIMER AMOR - Storytime,clip_0173,110,127.16,0.0,5.48,21.198,19.31,keep,,que pasa estan los nuevos que te dan el cuerno no se todos se me dan un video te lo quieres saber
MI PRIMER AMOR - Storytime,clip_0179,90,102.88,0.0,7.815,33.821,2188.95,keep,,muy bien tio las chicas se fijan todos los dias
MI PRIMER AMOR - Storytime,clip_0182,151,102.41,0.0,7.381,37.037,249.3,keep,,martina martina lo que esto           b live un le un un un
MI PRIMER AMOR - Storytime,clip_0184,123,105.77,0.0,5.007,18.927,125.09,keep,,denle like suscribanse compartanlo siganme en instagram siganme en twitter ya saben todo eso
MI PRIMER AMOR - Storytime,clip_0185,143,106.22,0.0,6.183,22.956,160.97,keep,,rama te mando un beso y chau los quiero me sube todo el bigote que no tengo sed en tipo la cuarentena
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0000,133,124.32,0.0,3.325,14.509,56.73,keep,,buenas yo dije que iba a ser mas constante con los videos quizas no fue una semana exacta
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0001,170,131.21,0.0,3.665,14.863,40.71,keep,,ocho dias pero heme aqui grabando un nuevo episodio y yo no se si no claro no lo ven
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0002,145,123.23,0.0,3.618,10.76,38.8,keep,,porque lo corto pero yo tengo el microfono enchufado a la computadora y el celular aparte
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0003,118,123.01,0.0,2.9,10.122,41.06,keep,,o sea grabo con el celular y tengo el microfono en la compu entonces toco el boton de empezar a
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0004,128,123.32,0.0,3.105,9.149,36.37,keep,,grabar el sonido en la compu y el del celular al mismo tiempo y despues ensamblo el video
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0005,124,135.16,0.0,3.693,11.279,41.71,keep,,una coordinacion perfecta pero bueno tengo ganas de empezar a grabar podcast tambien hablando
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0006,116,138.97,0.0,3.314,8.629,40.7,keep,,de libros no se si les copa tipo recomendaciones de policiales recomendaciones de libros de amor
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0007,128,135.24,0.0,3.18,8.682,37.68,keep,,recomendaciones de x porque el podcast es como que es un espacio en donde no hablo de libros
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0008,124,136.87,0.0,3.63,9.46,38.95,keep,,o hablo muy poco y me gustaria de vez en cuando meter asi ese tipo de contenido
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0009,123,131.93,0.0,4.098,13.774,42.51,keep,,asi que diganme que les parece mas alla de eso bueno es mentira soy una mentirosa
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0010,134,130.68,0.0,3.562,10.49,39.14,keep,,siempre hablo de libros pero no hablo de libros de ficcion hablo de divulgacion cientifica
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0011,128,135.56,0.0,5.291,12.53,39.47,keep,,no y no hablo de libros de ficcion que es algo que leo mucho tambien y el tema de hoy tambien viene
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0012,158,140.05,0.0,3.9,13.323,49.27,keep,,de un libro como siempre que se llama el cuerpo humano de bill bryson que es mi escritor favorito
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0013,137,117.85,0.0,3.784,20.442,46.71,keep,,en todo el planeta literalmente escribio la mejor obra jamas escrita este es otro de sus libros
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0014,96,119.32,0.0,3.736,15.804,51.41,keep,,una breve historia casi todo que ya deben estar hartos de que hable de este libro pero miren lo
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0015,137,86.94,0.0,1.822,13.731,32.88,keep,,que es esto para los que no estan viendo estoy mostrando el libro en pantalla con una cantidad
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0016,97,125.42,0.0,4.192,14.585,40.34,keep,,descomunal de postits porque dije voy a convencer a la gente de que lea este libro
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0017,168,132.63,0.0,3.295,10.828,46.92,keep,,poniendo un postit en cada pagina y es que bueno es un libro que me gusta mucho en cada una de las paginas en las que marque algo que me volo la cabeza todas las paginas del libro
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0018,91,135.3,0.0,6.377,15.753,48.43,keep,,literalmente todas las paginas del libro arranque otro libro de este hombre que lo amo con todo mi
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0019,133,138.33,0.0,3.722,12.464,48.97,keep,,corazon que se llama el cuerpo humano y esta dividido en distintos capitulos y cada capitulo
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0020,173,132.13,0.0,3.772,12.441,51.58,keep,,es una parte del cuerpo y lei uno de los primeros iguales el capitulo del cerebro estoy trastornada
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0021,139,125.93,0.0,3.596,12.477,58.75,keep,,o sea me dejo genuinamente me hizo cambiar la forma en la que veia al mundo parece que es un
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0022,104,134.53,0.0,3.809,11.821,49.72,keep,,monton espero que a ustedes les genere lo mismo pero necesito compartirlo
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0023,139,131.07,0.0,4.469,11.955,49.21,keep,,y aqui estoy para hablarles de esto hice anotaciones en un word de todo lo que marque en el capitulo
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0024,125,138.0,0.0,4.587,12.148,42.64,keep,,que es literalmente todo o sea todo el capitulo esta resaltado porque es una obra de arte asi
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0025,144,139.56,0.0,3.464,13.224,44.89,keep,,que vengo a dar mi humilde opinion sobre esto y a compartirles lo que dice este libro lo mas loco
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0026,124,138.46,0.0,3.926,10.013,37.37,keep,,y la introduccion al capitulo es que todo lo que sabemos del mundo tipo todo lo que sabemos
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0027,144,144.03,0.0,3.776,12.255,51.2,keep,,lo que conocemos lo que creemos conocer lo que experimentamos lo que vivimos absolutamente todo
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0028,91,136.81,0.0,4.17,10.455,51.26,keep,,lo racional lo sentimental todo nos lo dio un organo que el organo
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0029,148,140.67,0.0,4.071,11.919,62.44,keep,,per se tipo el cerebro nunca olio nada ni vio nada ni escucho ni saboreo nada ni toco
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0030,139,137.67,0.0,3.895,11.475,42.76,keep,,porque el organo no tiene esa capacidad no tiene un nervio optico no tiene una oreja
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0031,143,141.87,0.0,3.429,10.078,47.69,keep,,es solamente algo que codifica esa informacion y lo mismo con el dolor con sentimientos con todo
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0032,118,144.63,0.0,3.626,10.66,48.14,keep,,no es que tenemos receptores del dolor todo lo que alguna vez en nuestra vida experimentamos
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0033,163,143.28,0.0,3.613,10.99,46.33,keep,,sentimos lloramos reimos todo es una serie de conexiones impulsos tipo codigo morse
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0034,189,138.4,0.0,4.007,11.658,45.87,keep,,que pasan adentro de nuestra cabeza no estoy hablando de un codigo morse sino de una serie de conexiones impulsos tipo codigo morse que pasan adentro de nuestra cabeza no estoy hablando de una serie de conexiones impulsos tipo codigo morse nuestro cerebro literalmente somos nosotros mas alla de si crees en el alma o si crees en esas cosas
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0035,150,141.05,0.0,4.665,12.356,41.8,keep,,a nivel cuerpo nuestro cerebro somos nosotros y toda esa magnitud controla absolutamente todo
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0036,121,142.99,0.0,4.092,11.312,49.98,keep,,y otra cosa muy interesante es que el cerebro en nuestro cerebro no hay nada que sea especificamente
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0037,135,144.2,0.0,4.111,13.688,51.3,keep,,humano no es que hay algo que decis esto nos hace humanos por esto tenemos esta capacidad de
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0038,215,140.29,0.0,3.299,9.693,45.03,keep,,logica razonamiento de sentir de todo no hay nada que nos diferencie en composicion a un hamster
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0039,171,133.89,0.0,4.363,11.206,42.81,keep,,no hay nada que nos diferencie en composicion a un hamster  o a un perro o a un gato o a cualquier mamifero me imagino yo y bueno seguramente alguna vez en
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0040,191,143.88,0.0,4.094,11.526,49.21,keep,,su vida habran oido nombrar las neuronas que son celulas nerviosas que tienen formas alargadas y
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0041,130,145.06,0.0,3.715,11.651,47.78,keep,,esas formas alargadas hacen que sea muchisimo mas facil transmitir señales y tocarse entre si
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0042,143,142.12,0.0,4.204,12.516,54.45,keep,,y bueno transmitir señales basicamente y te dice tenemos tantas conexiones de esas neuronas
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0043,132,137.89,0.0,4.552,12.719,51.03,keep,,en un centimetro cubico de nuestro cerebro como estrellas en la via lactea y ese entramate
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0044,113,146.44,0.0,3.669,10.43,57.38,keep,,ese llamado de conexiones esa union entre distintas neuronas y esa transmision de señales
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0045,133,144.28,0.0,3.55,9.987,49.96,keep,,es lo que nos hace inteligentes entre comillas y no la cantidad per se de neuronas que tenemos
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0046,129,142.84,0.0,3.153,12.419,48.88,keep,,y toda esa inteligencia es muy loco porque nosotros no necesitamos biologicamente
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0047,162,145.01,0.0,3.554,9.896,50.03,keep,,o no necesitamos para sobrevivir saber tocar una cancion saber escribir un libro leer un libro
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0048,156,143.22,0.0,3.894,11.601,46.3,keep,,fantasear dibujar cantar cualquier cosa no lo necesitamos para sobrevivir y requiere mucho
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0049,186,141.25,0.0,3.42,9.936,42.07,keep,,esfuerzo mental todo ese tipo de actividades y eso es lo que nos hace inteligentes y eso es lo que nos hace inteligentes entonces como una de las grandes preguntas es por que carajo tenemos tanta
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0050,132,144.74,0.0,3.348,9.184,49.81,keep,,inteligencia y por que carajo podemos filosofar y soñar y pintar y tener pensamientos abstractos
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0051,149,142.39,0.0,3.487,9.636,38.45,keep,,si gastan muchisima energia y no nos hace ser mas eficientes que no se bueno quizas si
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0052,179,140.85,0.0,3.182,8.933,40.47,keep,,en cosas tipo no se construir armas para cazar un mamuto lo que carajo sea pero mas alla de eso
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0053,137,145.22,0.0,2.888,8.384,42.97,keep,,gastamos muchisima energia mental en cosas que no nos aportan nada a nuestra supervivencia entonces
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0054,139,147.92,0.0,2.447,8.827,43.78,keep,,dice por que se invierte tanta energia y riesgo en producir una capacidad mental que no necesitamos
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0055,183,143.27,0.0,2.352,9.65,46.78,keep,,no lo se pero bueno para mi hay una cosa innata en la vida en general de buscar cosas que diviertan
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0056,149,145.59,0.0,4.428,11.929,52.4,keep,,o que te hagan descargar o sea los perros juegan los gatos juegan los monos juegan entre si bailan
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0057,141,126.55,0.0,4.071,10.333,41.88,keep,,hacen cosas como que no es solo del humano quizas si nosotros tenemos como una cuestion un poco mas
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0058,142,132.39,0.0,3.23,11.197,44.52,keep,,compleja o pretenciosa pero siento que es parte de la vida y que se gasta energia porque es necesario
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0059,797,141.04,0.0,3.656,11.654,43.56,keep,,dormir o sea si no estas en un constante estado de estres o de no se bueno no lo se y bueno aca como que te hace un monton de descripciones del cerebro y cosas mas anatomicas y fisiologicas y x asi que vamos a simplificarlo mucho y vamos a decir que el cerebro se divide en tres partes la parte superior que es lo que conocemos como cerebro o sea si vos pones emoji de cerebro son esos dos como hemisferios o dos pedazos que se llama telencefalo se divide en dos hemisferios el lado derecho controla la parte izquierda del cuerpo y el lado derecho controla la parte izquierda del cuerpo
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0060,112,145.42,0.0,3.87,10.409,45.14,keep,,y el lado izquierdo controla la parte derecha y bueno a su vez cada uno de estos dos hemisferios
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0061,88,145.17,0.0,3.56,10.136,47.51,keep,,se divide en cuatro partes la parietal que se encarga
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0062,109,141.17,0.0,4.024,10.733,40.51,keep,,de los estimulos sensoriales como el tacto la temperatura y practicamente eso
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0063,103,144.78,0.0,3.572,11.54,52.09,keep,,y una cosa que decia que yo dije yo sabia que este dato lo habia escuchado en algun lado es que
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0064,108,146.87,0.0,3.71,10.691,33.83,keep,,nosotros como humanos o no se si el resto de los animales pueden pero no podemos
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0065,100,139.93,0.0,3.704,12.098,46.54,keep,,diferenciar tipo si tocamos algo no podemos diferenciar
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0066,107,139.95,0.0,3.303,13.046,52.96,keep,,si esta frio o si esta humedo como que llegamos a esa conclusion
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0067,110,144.35,0.0,3.504,9.462,37.51,keep,,a partir de señales visuales o no se saber si mi volcon vaso
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0068,105,145.5,0.0,3.254,10.734,41.69,keep,,se que va a estar humedo pero tocando solamente no podemos diferenciar
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0069,98,139.09,0.0,3.022,9.206,39.6,keep,,si algo esta humedo o esta frio es loco bueno despues esta la parte
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0070,159,142.62,0.0,3.607,10.18,40.57,keep,,occipital que es de la informacion visual lobulo temporal que es lo auditivo y el frontal que son
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0071,84,140.49,0.0,4.146,11.467,34.76,keep,,las funciones superiores tipo razonamiento resolver problemas
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0072,110,141.41,0.0,4.11,11.872,49.59,keep,,el control emocional etc y algo loco es que si vos agarras un pedacito del
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0073,106,139.77,0.0,4.526,12.496,46.87,keep,,tamaño de un grano de arena de la corteza del cerebro ese pedacito minusculo
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0074,133,139.29,0.0,3.869,11.206,40.8,keep,,contiene aproximadamente 2000 terabytes de informacion que si yo lo pienso asi digo no tengo
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0075,105,145.22,0.0,3.459,9.5,44.98,keep,,ni idea o sea no pude dimensionar cuanto es 2000 terabytes no tengo ni idea no se ni cuanto es
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0076,103,147.68,0.0,4.186,11.956,46.6,keep,,un giga o sea no se pero te dice que es la cantidad suficiente como para almacenar
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0077,104,141.08,0.0,4.113,12.326,52.33,keep,,todas las peliculas jamas creadas y todos los trailers de esas peliculas
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0078,87,140.86,0.0,4.905,13.556,49.37,keep,,creadas en un grano de arena o sea que en total en todo
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0079,95,147.21,0.0,3.506,12.722,47.15,keep,,el cerebro tenemos aproximadamente 200 exabytes
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0080,120,142.17,0.0,3.621,10.179,43.27,keep,,de informacion que si no sabia lo que era un terabyte un exabyte no tengo ni puta idea
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0081,83,151.56,0.0,3.079,12.726,50.74,keep,,pero te dice que aproximadamente es todo el contenido digital
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0082,90,142.74,0.0,3.897,13.4,52.96,keep,,del mundo o sea todo el registro que hay digital del mundo
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0083,103,137.34,0.0,3.208,10.998,49.51,keep,,todo el internet aprox en cada uno de nuestros cerebros y que
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0084,110,144.66,0.0,3.335,11.604,43.57,keep,,todo eso necesita mucha energia pero el 2 de nuestro
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0085,98,140.53,0.0,3.336,9.337,38.65,keep,,peso representa el cerebro y gasta el 20 de la energia que consumimos en un dia
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0086,105,136.78,0.0,3.735,8.813,35.39,keep,,haciendo actividades promedio bueno despues otras partes falopa tipo el
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0087,108,139.92,0.0,3.79,10.783,49.18,keep,,telencefalo que tiene casi la mitad de nuestras neuronas y es un pedacito repetit tipo
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0088,105,141.07,0.0,4.143,11.641,38.81,keep,,re chiquitito pero que controla el equilibrio y movimientos complejos entonces es
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0089,110,143.91,0.0,4.377,10.473,43.03,keep,,muy exacto y necesita muchas neuronas y mucha informacion despues el tronco
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0090,103,144.63,0.0,4.405,9.411,37.46,keep,,encefalico que son funciones basicas tipo dormir respirar que nos funcione
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0091,105,142.06,0.0,3.915,10.466,42.17,keep,,el corazon x el hipotalamo que tiene el tamaño de un
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0092,109,144.39,0.0,3.892,11.079,50.95,keep,,mani aprox y pesa 3 gramos pero es el encargado de regular las reacciones
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0093,93,135.05,0.0,3.98,13.008,41.2,keep,,quimicas mas importantes por ejemplo las funciones sexuales
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0094,109,138.92,0.0,4.166,10.773,45.29,keep,,regula el hambre la sed y diversas señales quimicas que necesitamos para sobrevivir
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0095,84,142.12,0.0,4.669,11.972,46.22,keep,,y por ultimo asi en nombrar cosas falopa la amigdala
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0096,100,146.06,0.0,3.527,11.456,51.6,keep,,que esto en realidad solamente lo puse porque dice que tiene forma de almendra
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0097,100,141.42,0.0,3.312,10.706,49.53,keep,,y yo tengo una cosa en los libros que es re narcisista de repente
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0098,95,143.82,0.0,3.699,11.81,50.16,keep,,pero en todos los libros cuando se nombra la palabra almendra la marco
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0099,92,142.3,0.0,4.656,10.468,41.81,keep,,tipo marco la pagina en la que aparecio o cuando dicen ojos almendrados o
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0100,158,144.87,0.0,4.551,14.522,42.28,keep,,color almendra olor almendra bla marco almendra y digo ay me nombraron cuando yo era chiquita
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0101,108,142.31,0.0,4.043,14.37,54.4,keep,,ahora como que se escucha mas el nombre almendra cuando yo era chiquita absolutamente nadie se llamaba
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0102,100,142.98,0.0,4.009,9.531,41.31,keep,,almendra y mis hermanos se llaman julieta y tomas o sea son nombres muy normales
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0103,87,145.92,0.0,4.089,16.199,49.31,keep,,y sus nombres aparecian en todos los carteles esos tipo no se
Manipulación mental Cómo tu CEREBRO literalmente c,clip_0104,105,145.87,0.0,3.65,11.539,61.15,keep,,los problemas de matematica del colegio o aparecian vendian antes como unas chapitas
