titulo,clip,veredicto,ov_propio,ov_prev,ov_next,audio_transcripto,texto_asignado
MI PRIMER AMOR - Storytime,clip_0099,ok,0.941,0.294,0.059,o sea años mas tarde pero el año pasado el colegio se incendio yo encima vio el lado mi colegio,o sea años mas tarde pero el año pasado el colegio se incendio yo encima vivo al lado de mi colegio
MI PRIMER AMOR - Storytime,clip_0100,ok,0.571,0.143,0.143,de experto en la mañana di como se incendiaba la zona y dije se cumplio la profetiva,me desperte una mañana vi como se incendiaba la casona y dije se cumplio la profecia
MI PRIMER AMOR - Storytime,clip_0101,ok,0.556,0.111,0.111,bueno estamos en el gracias semanus porque me rio,bueno estabamos en el no es gracioso igual no se por que me rio
MI PRIMER AMOR - Storytime,clip_0102,ok,0.538,0.231,0.000,pero en ese momento queriamos que esto sucediera que se conramino como salzo tan,pero en su momento queriamos que esto sucediera entonces con ramiro fuimos al sotano
MI PRIMER AMOR - Storytime,clip_0103,texto_dudoso,0.467,0.067,0.200,y habia una pava y riendo agua de mate que era mi lo mejor paba rito,y habia una pava hirviendo agua de mate ramiro me dijo aparri la pava
MI PRIMER AMOR - Storytime,clip_0104,texto_dudoso,0.182,0.091,0.182,unico qui thema que direct tico de mi obligo lamb yue,y yo tipo que quiere este chico aparri la pava aparri la pava y me obligo a empezar a tirar
MI PRIMER AMOR - Storytime,clip_0105,ok,0.579,0.316,0.263,era huerviendo en el piso a rir a la mesa y yo tipo salia que la casuna no ha sido aprended,el agua hirviendo en el piso arriba de la mesa y yo tipo sabia que la casona no se iba a prender fuego
MI PRIMER AMOR - Storytime,clip_0106,texto_dudoso,0.000,0.000,0.000,extracting,con agua hirviendo que nada iba a pasar pero yo estaba tipo cegada por el agua
MI PRIMER AMOR - Storytime,clip_0107,ok,0.750,0.167,0.083,entonces yo dije si ramirez lo pide lo hare entonces salga a la burda,entonces yo dije si ramiro lo pide lo hare entonces ahi atinieron a la boluda
MI PRIMER AMOR - Storytime,clip_0108,texto_dudoso,0.000,0.000,0.000,no puedo dudar,rociendo el piso de la casona con agua caliente claro nos quedamos asi
MI PRIMER AMOR - Storytime,clip_0109,ok,0.688,0.188,0.188,asi despues como termino para mi no nos quedamos sigo bueno y ahora cuando se aprende,despues cuando termino ramiro nos quedamos asi como bueno y ahora cuando se prende
MI PRIMER AMOR - Storytime,clip_0110,ok,0.667,0.167,0.056,este fue el dia que tambien trato de incinerar la casona y no culmino bueno no es asi nicoligio,ese fue el dia que ramiro trato de incendiar la casona y no culmino bueno nosotros en el colegio
MI PRIMER AMOR - Storytime,clip_0111,ok,0.556,0.222,0.222,y la educacion fisica jugamos siempre al quemado siempre al contraveno,en educacion fisica jugabamos siempre al quemado siempre a contra b no
MI PRIMER AMOR - Storytime,clip_0112,ok,0.647,0.235,0.118,la pelia a contra b en su estado en la y ganada el que claramente quemada magente mas rapido,la pelea a contra b nosotros estabamos en el a y ganaba el que claramente quemaba a mas gente mas rapido
MI PRIMER AMOR - Storytime,clip_0113,texto_dudoso,0.455,0.182,0.182,y siempre quedaba uno tipo que ha uno contaba uno y antipocadan siempre lo mejor,y siempre quedaba uno tipo quedaba uno contra uno y eran tipo quedaban siempre los mejores
MI PRIMER AMOR - Storytime,clip_0114,ok,0.917,0.167,0.417,o sea siempre estaban los que corriendo una esquina de la otra,o sea siempre estaban los que corrian de una esquina a la otra
MI PRIMER AMOR - Storytime,clip_0115,ok,0.667,0.267,0.133,aqui andre la pelota y despues estaban los que se pudieran ir ante todo y saltaban la pelota,quedando la pelota y despues estaban los que se ponian delante de todo y saltaban la pelota
MI PRIMER AMOR - Storytime,clip_0116,texto_dudoso,0.250,0.250,0.000,aqui va un giro de la idea de 3d2,esquivaban tiraban tipo un giro en el aire 360 y todo
MI PRIMER AMOR - Storytime,clip_0117,ok,0.562,0.250,0.125,que no quedan un tipo wow sos el mascapo gramido en una persona que le encanta el deporte,nos quedamos tipo wow sos el mas capo ramiro era una persona que le encantaba el deporte
MI PRIMER AMOR - Storytime,clip_0118,ok,0.571,0.214,0.143,que era muy deportista y competitivo y a veces miren si me gusto le aporto,era muy deportista y competitivo y a mi tambien siempre me gusto el deporte
MI PRIMER AMOR - Storytime,clip_0119,ok,0.500,0.143,0.214,entonces el quimado viene a un momento de que crea uno de mostrar sus hablinadas,entonces en el momento del quemado era el momento de que cada uno demostraba sus habilidades
MI PRIMER AMOR - Storytime,clip_0120,ok,0.875,0.062,0.188,y habia una chica que le gustaba a rami si no esten enterados rami no me decia a mi,y habia una chica que le encantaba el deporte y que le gustaba a ramiro si no estan enterados ramiro me decia a mi
MI PRIMER AMOR - Storytime,clip_0121,ok,0.700,0.100,0.600,que yo ocupaba igual de 99 de su corazon esta autotagicado,que yo ocupaba el 49 de su corazon y esta otra chica
MI PRIMER AMOR - Storytime,clip_0122,ok,0.615,0.308,0.308,agupada del 51 de su corazon es que tenia que pelear por cambiece por sentaje,ocupaba el 51 de su corazon yo tenia que pelear por cambiar este porcentaje
MI PRIMER AMOR - Storytime,clip_0123,ok,0.650,0.250,0.200,la gente en mi pelea diaria y constante de dia el colegio para que van a ir y su enamoramiento por mi,entienden mi pelea diaria y constante de ir al colegio para que ramiro y su enamoramiento por mi
MI PRIMER AMOR - Storytime,clip_0124,ok,0.750,0.250,0.125,me suba al 51 y le la chica,suba al 51 y el de la chica baja al 49
MI PRIMER AMOR - Storytime,clip_0125,ok,0.750,0.125,0.000,es el tipo lo que yo queria en la vida son los sabia lo que valia en ese momento,ese era el tipo lo que yo queria en la vida yo no sabia lo que valia en ese entonces
MI PRIMER AMOR - Storytime,clip_0126,texto_dudoso,0.300,0.100,0.100,entonces esto vamos a ir malo y te atinca supuestamente,entonces jugabamos al quemado y esta chica supuestamente
MI PRIMER AMOR - Storytime,clip_0127,ok,0.818,0.091,0.182,se paraba adelante de todo y cuando tiraban piensas las saltadoras,se paraba adelante de todo y cuando le tiraban pelotas ella las saltaba
MI PRIMER AMOR - Storytime,clip_0128,ok,0.727,0.091,0.091,entonces la miro estaba como no le encantaba que ya fuera,y las esquivaba entonces entonces ramiro estaba como no le encantaba que ella fuera
MI PRIMER AMOR - Storytime,clip_0129,ok,0.538,0.077,0.000,que se meta en el antitoque es me da raimitia vos tenes que ser,valiente que se metiera adelante de todo el me agarraba y me decia vos tenes que ser
MI PRIMER AMOR - Storytime,clip_0130,ok,0.714,0.000,0.214,vamos a poner un nombre a esta chica vamos a ponerle la esquivadora la mas si lo voy,vamos a ponerle un nombre a esta chica vamos a ponerle la esquivadora la mas esquivadora
MI PRIMER AMOR - Storytime,clip_0131,texto_dudoso,0.300,0.200,0.100,ousea beta joker como la mas equivvado de cookie monster,me decia vos tenes que ser como la mas esquivadora entendes
MI PRIMER AMOR - Storytime,clip_0132,texto_dudoso,0.400,0.067,0.200,que yo he puesto en el am de todo por año estan las chicas valientes,tenes que ir y ponerte adelante de todo porque a mi me gustan las chicas valientes
MI PRIMER AMOR - Storytime,clip_0133,ok,0.733,0.267,0.133,no usan las chicas y se la vangan no crece que sean atras y corren cual ganado,me gustan las chicas que se la bancan no que se quedan atras y corren cual ganado
MI PRIMER AMOR - Storytime,clip_0134,ok,0.846,0.154,0.077,que queria una que se ponga en el gui palo entonces yo en ese momento,el queria una que se ponga el equipo al hombro entonces yo en ese momento
MI PRIMER AMOR - Storytime,clip_0135,texto_dudoso,0.318,0.136,0.000,en un dia no se opcione es decir la explica lo que cada joven esta diciendo como te va a optar a ir,tenia dos opciones decirle flaco que carajo me esta diciendo como te va a gustar a alguien
MI PRIMER AMOR - Storytime,clip_0136,texto_dudoso,0.400,0.200,0.200,bien danos porque es que iba pelotas o decirle o bien ram,nada mas porque esquiva pelotas o decirle obvio rama
MI PRIMER AMOR - Storytime,clip_0137,ok,0.529,0.118,0.176,rama o de los tardes que va a esquivar la maxima cantidad de pilotas que pueda y claro mi,voy a tratar de esquivar la maxima cantidad de pelotas que pueda y claramente
MI PRIMER AMOR - Storytime,clip_0138,ok,0.786,0.214,0.143,obviamente cual ustedes pensan que elegi obviamente yo elegi la de listo tengo que ser la mejor jugador,cual se piensa que elegi obviamente yo elegi la de listo tengo que ser la mejor jugadora
MI PRIMER AMOR - Storytime,clip_0139,texto_dudoso,0.333,0.333,0.000,en la surprising,de quemado porque ramiro en su puta vida cada vez que jugabamos
MI PRIMER AMOR - Storytime,clip_0140,ok,0.923,0.231,0.308,al quemado desde que ramiño me dijo eso yo me ponia adelante de todo,al quemado desde que ramiro me dijo eso yo me ponia adelante de todo
MI PRIMER AMOR - Storytime,clip_0141,ok,0.800,0.300,0.000,literalmente me ponia primera el esquema 2 para que me cagaran,literalmente me ponia primera en el quemado para que me cagaran
MI PRIMER AMOR - Storytime,clip_0142,texto_dudoso,0.385,0.154,0.077,para una pelota social de ser una pelota dura doli en los pechos y jugamos,a pelotazos o sea era una pelota dura dolian los pelotazos y jugabamos tipo
MI PRIMER AMOR - Storytime,clip_0143,texto_dudoso,0.286,0.107,0.143,tipo de contrapisis pidas y los pies de la tia van sin piedad se echo pa un huevo yo te queria en quemar les echo pa las situeves y medios y te rompian la cabeza,contra pies y pies te querian quemar les chupabas siete huevos y medio si te rompian la cabeza
MI PRIMER AMOR - Storytime,clip_0144,ok,0.692,0.154,0.077,esa poquenzidad era la cosa de tirar de la cintura para abajo y la tira pegada,porque encima la cosa era tirar de la cintura para abajo y a veces te la pegaban
MI PRIMER AMOR - Storytime,clip_0145,texto_dudoso,0.154,0.077,0.077,aparto a posse donde se iba a vender propias como blending en johnson personajes,por arriba porque no se iban a apuntar entendes entonces yo me ponia adelante de todo
MI PRIMER AMOR - Storytime,clip_0146,ok,0.692,0.154,0.154,todo y me comia capelotazo pero tambien saltaba o sea el mismo momento,y me comia cada pelotazo pero tambien saltaba o sea en ese momento
MI PRIMER AMOR - Storytime,clip_0147,ok,0.778,0.111,0.000,momento de haber sido el momento mas deportista de tommy ales,de haber sido el momento mas deportista de toda mi vida era un acrobata
MI PRIMER AMOR - Storytime,clip_0148,texto_dudoso,0.118,0.118,0.176,entonces en un dia de noboxx dolgo realmente me creabas acrobacia exculando pero tazos por rami lo,ustedes no entienden o sea yo literalmente me tiraba acrobacias esquivando pelotazos por ramiro
MI PRIMER AMOR - Storytime,clip_0149,texto_dudoso,0.250,0.000,0.000,aqui man estoy engañando salio como un hover,para que el no me viera yo estaba adelante de todo saltaba como un jugador de basquet
MI PRIMER AMOR - Storytime,clip_0150,ok,0.611,0.389,0.333,que me pasaban 7 y yo estaba por la escuela asi que me da un vuelta y el ramiro no me estaba mirando,me pasaban siete pelotas por abajo asi que me daba vuelta y ramiro no me estaba mirando
MI PRIMER AMOR - Storytime,clip_0151,ok,0.667,0.133,0.267,de los chupos un nuevo a el y yo estaba dejando la vida en la cansa,entendes le chupaba un huevo a el y yo estaba dejando la vida en la cancha
MI PRIMER AMOR - Storytime,clip_0152,texto_dudoso,0.000,0.000,0.000,unless you feed around way you can amount or reach up to the floor,o sea yo me daba vuelta despues de quedar tirada en el piso
MI PRIMER AMOR - Storytime,clip_0153,texto_dudoso,0.471,0.118,0.235,me da un buen dia la miren seguia mirando a la masa que yo ahora no me miraba mi,me daba vuelta y ramiro seguia mirando a la mas esquivadora no me miraba a mi
MI PRIMER AMOR - Storytime,clip_0154,texto_dudoso,0.462,0.077,0.154,yo con un anojo morado con un leapierna fractura es muy que me lo empiega,o sea yo con un ojo morado con una pierna fracturada despues que me daban cuenta
MI PRIMER AMOR - Storytime,clip_0155,ok,0.765,0.294,0.176,a la cuenta a veces no me lo levantaba o sea que lo la mente fue en vano mi esfuerzo,a veces no me lo levantaba o sea claramente fue en vano mi esfuerzo
MI PRIMER AMOR - Storytime,clip_0156,ok,0.750,0.167,0.250,nada conclusion ese fue la etniotrapa de sumisa a las garras de ramiro,nada conclusion esa fue mi etapa de sumisa a las garras de ramiro
MI PRIMER AMOR - Storytime,clip_0157,ok,0.846,0.154,0.231,o sea a remino a empezar de tener este lado veo psicopata que tenia,o sea ramiro a pesar de tener este lado veo psicopata que tenia
MI PRIMER AMOR - Storytime,clip_0158,texto_dudoso,0.188,0.250,0.188,denni de su lado tiera no llamo la sucede que pasopsy o forskro fue que lo veias,tenia su lado tierno y amoroso que paso tengo que abrir que propensas
MI PRIMER AMOR - Storytime,clip_0159,ok,0.533,0.133,0.067,y no creo una vez que me regalo un cochar pero he robado la armada,a mi me acuerdo una vez que me regalo un collar que se habia robado de la hermana
MI PRIMER AMOR - Storytime,clip_0160,ok,0.667,0.000,0.000,ya esta muysighthh,ahi esta moviendo el himno ya empezo el dj yo tendria que haber grabado
MI PRIMER AMOR - Storytime,clip_0161,ok,1.000,0.100,0.500,el corazon ese de plata no se lo habia robado,el video antes de que esto empezara el corazon ese de plata no se lo habia robado
MI PRIMER AMOR - Storytime,clip_0162,texto_dudoso,0.062,0.083,0.000,pero para el veganneer que ella eraluent y inhale voix economico bien por favor no olviden afuera la varies y inhaler hay un gran tuyo que investiga pintas y una necesidad por coronavirus si antes  addues peach shell seminar que nos schem quotes no que chuchas los culo para pop infants tu te puedes dejar saliente,a vicky no yo se me habia robado uno que era de no se si era de oro o era de cumpleañito
MI PRIMER AMOR - Storytime,clip_0163,texto_dudoso,0.438,0.125,0.188,un plenito porque dije lo que queria mucho en la robomer a los niños mas tarde,uno de cumpleañito porque vicky lo queria mucho se lo robo me lo regalo a mi yo mas tarde
MI PRIMER AMOR - Storytime,clip_0164,ok,0.500,0.125,0.312,de mentire que el al gochar de la normal es la armada romino que me tiro con un poni,me entere que era el collar de la hermana una vez la hermana de ramiro me tiro con un pony
MI PRIMER AMOR - Storytime,clip_0165,ok,0.500,0.250,0.375,me tengo como ponimiento buenis gigantes de ceramica me tengo como ponimiento,me tiro con un pony ven esos ponys gigantes de ceramica me tiro con un pony
MI PRIMER AMOR - Storytime,clip_0166,texto_dudoso,0.182,0.000,0.091,polidioaneseernami ya no por el ciudad overs te voy a recalentir,gigante de ceramica me tiro por la cabeza te acordas yo me recalente
MI PRIMER AMOR - Storytime,clip_0167,texto_dudoso,0.188,0.062,0.188,de gorodes y el este mundo haciendo el unito nos hopkins debereis de louder hacer eso asi que,y agarre una escoba que habia en el piso era una escoba chiquitita la agarre
MI PRIMER AMOR - Storytime,clip_0168,texto_dudoso,0.156,0.094,0.156,el filtrar no se como flippingshite el depaktpetto a enf toi que nos vamos a sentir inseguramente pero por la idea que no siguenykhos porque pouvoir neohetar como no lake que nos que rainbow nakia ciudadania mSong anon como a los sitrarianc enbangero,y se la puse a vicky en el cuello la acorrale contra la pared y le dije que te pasa
MI PRIMER AMOR - Storytime,clip_0169,ok,0.636,0.273,0.091,pero en la otra entrevista se estaba celosa no me queria,porque claro a la primera vista ella se estaba celosa no me queria mucho
MI PRIMER AMOR - Storytime,clip_0170,texto_dudoso,0.118,0.059,0.000,que el ha acompañado mucho seguramenteamas o sequer os commence yo tambien definitivo hablemos  yo siempresole muy mucho yo debe,yo deberia haberlo hecho a ramiro o sea yo la desepilaba siempre terminaban heridas
MI PRIMER AMOR - Storytime,clip_0171,ok,0.667,0.000,0.000,dias otras personas ramillas se salvaban de una manera,otras personas ramiro se salvaban de alguna manera voy a peinar
MI PRIMER AMOR - Storytime,clip_0172,texto_dudoso,0.400,0.100,0.300,a ramillo a reto es un honrillo que suave que me ve,a ramiro barreto es su oficina quien sabe que me peinen
MI PRIMER AMOR - Storytime,clip_0173,ok,0.556,0.111,0.111,estem esto no se me aspire en un video,que pasa estan los nuevos que te dan el cuerno no se todos se me dan un video te lo quieres saber
MI PRIMER AMOR - Storytime,clip_0174,texto_dudoso,0.167,0.167,0.000,a ver esta es la informacion que te llamas a un plugin de intro yo medico platicatano o bielo,estan los nuevos que te dan el cuerno o solamente los nuevos que ponen el cuerno que no
MI PRIMER AMOR - Storytime,clip_0175,texto_dudoso,0.000,0.100,0.100,mirameme que le coplio la coaster la watina de la pic night,me rompio el telescopio inhala inhala inhala
MI PRIMER AMOR - Storytime,clip_0176,ok,0.545,0.182,0.182,el ejercicio de respiracion me siento ser rego de su aeropiacion reciente,el ejercicio de respiracion me hiciste hacer el ejercicio de respiracion reciente
MI PRIMER AMOR - Storytime,clip_0177,ok,0.500,0.143,0.000,que te cuento que hay un ejercicio que hace 10 años no tiene asa de men,este cuando no que a mi me gusto como he ejercicio que hace 10 años dale no tiene que mirar sabiamente
MI PRIMER AMOR - Storytime,clip_0178,drift_prev,0.000,0.308,0.000,que papi que es eso no señor no trabi no me he compuesto no me he traido el paso no me me he,marti ramiro estaba descompuesto lo estaba pasando muy mal
MI PRIMER AMOR - Storytime,clip_0179,texto_dudoso,0.000,0.000,0.000,pex,muy bien tio las chicas se fijan todos los dias
MI PRIMER AMOR - Storytime,clip_0180,texto_dudoso,0.043,0.000,0.043,puerto no ha sido cepira muessed no he repe single philipChi  feo de mulisa y un robo por no falta za cueles cueles habermas ya sao,dias  dias martino ilusion martino  el honor de ti
MI PRIMER AMOR - Storytime,clip_0181,texto_dudoso,0.167,0.000,0.083,no la verdad este que las chicas se peinan tiempo ella queria,de ti como  estas la verdad a ti en sigue
MI PRIMER AMOR - Storytime,clip_0182,texto_dudoso,0.100,0.150,0.200,que queria ser el internet lo que vivia a las mujeres si si me ha terminado como en peor bueno te he terminado como me he peor,martina martina lo que esto           b live un le un un un
MI PRIMER AMOR - Storytime,clip_0183,texto_dudoso,0.100,0.100,0.000,juega jaja belonge a mis dioses precion se lo gusta,a jugar por mi pelo no me peinaba mucho estaba maltratando bueno gente espero que les haya gustado
MI PRIMER AMOR - Storytime,clip_0184,texto_dudoso,0.154,0.077,0.231,dene la describanse compartan voscia me gusta en tu instagram me gusta ver todos esos,denle like suscribanse compartanlo siganme en instagram siganme en twitter ya saben todo eso
MI PRIMER AMOR - Storytime,clip_0185,texto_dudoso,0.000,0.000,0.000,romidas guaybill wavelength torneo de ibubiz,rama te mando un beso y chau los quiero me sube todo el bigote que no tengo sed en tipo la cuarentena
MI PRIMER AMOR - Storytime,clip_0186,texto_dudoso,0.250,0.250,0.000,en vez ingredients que estaban andando creciendo reinfoas alli los japonese gracias,se me esta creciendo el bigote mas que mi viejo gracias chao
RESPONDO TODO 🌶,clip_0000,ok,0.727,0.000,0.091,hola a todos minores palestin y esta suscriptor es esta muy bien,hola a todos mi nombre es pablo agustin y si estas suscripto eso esta muy bien
RESPONDO TODO 🌶,clip_0001,ok,0.714,0.429,0.214,y si eso es mi hombro mucho mejor y si estas en españa mejor porque estoy ahi,y si sos miembro mucho mejor y si estas en españa mejor porque estoy ahi
RESPONDO TODO 🌶,clip_0002,ok,1.000,0.231,0.154,o sea no ahora porque ahora estoy aca pero para cuando estoy viendo esto estoy ahi,o sea no ahora porque ahora estoy aca pero para cuando estes viendo esto estoy ahi
RESPONDO TODO 🌶,clip_0003,texto_dudoso,0.423,0.038,0.077,viene esta bado pues ya esta puesto el miercoles bien lo ha estado voy a estar en barcelona madrid saque sus entradas para gustar un punto con punto a,viernes sabado voy a estar porque esto es el miercoles viernes sabado voy a estar en barcelona madrid saque sus entradas pabloagustincomar
RESPONDO TODO 🌶,clip_0004,ok,0.875,0.188,0.062,en el dia de hoy les tenemos una programacion especial porque obviamente no soy futuro de lo,en el dia de hoy les tenemos una programacion especial porque obviamente no soy futurologo
RESPONDO TODO 🌶,clip_0005,ok,0.933,0.067,0.000,no puedo prevenir las noticias que se vengan este miercoles clico y yo me voy,no puedo prevenir las noticias que se vengan este miercoles me explico y yo me voy mañana
RESPONDO TODO 🌶,clip_0006,ok,0.933,0.000,0.400,entonces vamos a dejar algo grabadito les vamos a dar un presteno en lo posible a los miembros,entonces vamos a dejar algo grabadito les vamos a dar un preesteno en lo posible a los miembros
RESPONDO TODO 🌶,clip_0007,ok,1.000,0.316,0.263,les pido a mil disculpas pero estoy en tratativas fuertes para conseguirle a los miembros algo muy importante y muy especial,les pido mil disculpas pero estoy en tratativas fuertes para conseguirle a los miembros algo muy importante y muy especial
RESPONDO TODO 🌶,clip_0008,ok,1.000,0.217,0.043,pero no quiero adelantar nada porque estoy en tratativas pues no soy el unico que posee los derechos if you know what i mean,pero no quiero adelantar nada porque estoy en tratativas pues no soy el unico que posee los derechos if you know what i mean
RESPONDO TODO 🌶,clip_0009,ok,0.667,0.083,0.042,seguimos y criado por lovos vuelvo me voy al sur asi que treleo chubut por tu madre en que si yo me sacan las entreitas como doro,seguimos criado por lobos vuelvo me voy al sur asi que trelew chubut puerto madryn que se yo me sacan las entraditas como doro
RESPONDO TODO 🌶,clip_0010,ok,0.857,0.000,0.143,y despues el 6 de el 6 tenemos el nacional,y despues del 6 tenemos el nacional
RESPONDO TODO 🌶,clip_0011,ok,0.917,0.083,0.250,el parecer se va a llenar de vuelta les agradezco pero infinitamente,al parecer se va a llenar de vuelta les agradezco pero infinitamente
RESPONDO TODO 🌶,clip_0012,ok,0.700,0.150,0.150,y les recomiendo que me genera la obra con familiares hermanas hermanas a mi bueno amigos tambien pero madre es padre,y les recomiendo que vengan a ver la obra con familiares hermanas hermanos amigos bueno amigos tambien pero madres padres
RESPONDO TODO 🌶,clip_0013,ok,0.769,0.077,0.154,es una obra es muy linda me gana darla es el fue el momento del chivo,es una obra es muy linda vengan a verla ese fue el momento del chivo
RESPONDO TODO 🌶,clip_0014,ok,0.769,0.154,0.077,en el dia tenemos la promocion especial porque vamos a estar contestando preuble,en el dia de hoy tenemos una programacion especial por que porque vamos a estar contestando preguntas
RESPONDO TODO 🌶,clip_0015,ok,0.938,0.188,0.125,hace mil años que no contesto que no video contestando preguntas y bueno me parece que era hora y que tocaba,hace mil años que no contesto que no hago videos contestando preguntas y bueno me parece que era hora y que tocaba
RESPONDO TODO 🌶,clip_0016,ok,1.000,0.133,0.333,y yo se que ustedes quieren saber muchas cosas correcto y yo voy a contestar lo que puedo,y yo se que ustedes quieren saber muchas cosas correcto y yo voy a contestar lo que puedo
RESPONDO TODO 🌶,clip_0017,ok,0.800,0.350,0.200,hasta donde puedo porque ustedes saben que o sea yo trato de mantener lo mas posible me voy a privar,hasta donde pueda hasta donde puedo porque ustedes saben que o sea yo trato de mantener lo mas posible mi vida privada privada
RESPONDO TODO 🌶,clip_0018,ok,0.833,0.167,0.250,hay cosas que son muy proveedas pero de repente son con personas publicas,hay cosas que claro que son del ambito privado pero de repente tipo o sea son con personas publicas
RESPONDO TODO 🌶,clip_0019,ok,1.000,0.188,0.188,entonces bueno ahi tenemos viste un caldo de cultivo pero bueno vamos a tratar de responder lo que,entonces bueno ahi tenemos viste un caldo de cultivo pero bueno vamos a tratar de responder lo que se puede responder
RESPONDO TODO 🌶,clip_0020,texto_dudoso,0.357,0.143,0.000,don may el otro lo soy tickle lo soy teddy con humor y ahora mio tenemos,y lo otro lo suelo igual bueno lo suelteare con humor y a la mierda
RESPONDO TODO 🌶,clip_0021,ok,0.733,0.067,0.067,bueno numero uno por que le dijiste que no abotero para hacer entre dos su cu,bueno numero uno por que le dijiste que no a botero para ser entre dos suculentas
RESPONDO TODO 🌶,clip_0022,ok,0.789,0.105,0.053,esto creo que les pique en un video pero les pico de vuelta el me invito a una entrevista en como,esto creo que lo explique en un video pero lo explico de vuelta el me invito a una entrevista en coma
RESPONDO TODO 🌶,clip_0023,ok,0.917,0.167,0.500,yo de las entrevistas me pongo nervioso no me gusta despues cuando me veo,yo odio las entrevistas me pongo nervioso no me gusta despues cuando me veo
RESPONDO TODO 🌶,clip_0024,ok,0.818,0.364,0.182,me escucho saber no no no no no hay algo de las entrevistas que no me gustan,me escucho soberbio no no no se hay algo de las entrevistas que no me gusta
RESPONDO TODO 🌶,clip_0025,ok,0.909,0.273,0.636,me gusta hacerlas porque como que me interesa tipo como preguntarle lo otro,me gusta hacerlas porque como que me interesa tipo como preguntarle al otro me entendes
RESPONDO TODO 🌶,clip_0026,ok,0.706,0.235,0.294,como se te da a trocar como que me interesa cuando me lo preguntan a mi es como que me empieza a remover con,tipo y como viviste esto y como sentiste al otro como que me interesa cuando me lo preguntan a mi es como que me empieza a remover cosas
RESPONDO TODO 🌶,clip_0027,texto_dudoso,0.154,0.154,0.154,pues habia algunos sonotales y en el weso residenthahaud tipo peach la salary,viste tipo ay no se ay que se yo no se que tipo en lo de angel de brito casi me pongo a llorar
RESPONDO TODO 🌶,clip_0028,ok,0.591,0.227,0.045,claro se como tu se claro cuando el miso me entran tuve que esten como su giro lo siento aparte yo estaba escribiendo esta obra,o sea como entonces claro cuando el me dice venite a una entrevista en coma yo dije no lo siento aparte yo estaba escribiendo esta obra
RESPONDO TODO 🌶,clip_0029,ok,1.000,0.143,0.143,que es una comedia dramatica es una comedia muy divertida,que es una comedia dramatica o sea es una comedia muy divertida
RESPONDO TODO 🌶,clip_0030,ok,0.929,0.071,0.143,pero tiene muchos procesos psiconeliticos yo estaba como muy a flor de piel tambien,pero tiene muchos procesos psicoanaliticos yo estaba como muy a flor de piel tambien
RESPONDO TODO 🌶,clip_0031,ok,0.900,0.100,0.050,entonces yo no se si me he se bancado por el un chiste del tenor del que le hizo a cojcu por ejemplo,entonces yo no se si me hubiese bancado por el un chiste del tenor del que le hizo a coscu por ejemplo
RESPONDO TODO 🌶,clip_0032,ok,0.867,0.067,0.133,tenes desapariciones que te tocaron de cerca la de tutuio y los extrimer cuando te acusaron de violin,tenes desapariciones que te tocaron de cerca la de tu tio y la de los streamers cuando te acusaron de violin
RESPONDO TODO 🌶,clip_0033,ok,0.706,0.118,0.235,y pa que tener un conflicto con matias que lo quieren me llego bien solo dije me entendi perfecto,y para que tener un conflicto con matias que lo quiero y me llevo bien se lo dije y me entendio perfecto
RESPONDO TODO 🌶,clip_0034,ok,0.750,0.250,0.200,ah bueno y te paso con esto pero tambien me dijeron por que no fuiste el cumpleaños de matias lotiros,ah bueno y de paso contesto porque tambien me dijeron por que no fuiste el cumpleaños de matias botero
RESPONDO TODO 🌶,clip_0035,ok,0.688,0.250,0.250,porque yo estoy de gira tampoco fiel de camis mas sanguele mando un besanorme que me invito,porque yo estoy de gira tampoco fui el de camil mayan que le mando un beso enorme que me invito
RESPONDO TODO 🌶,clip_0036,ok,0.857,0.214,0.214,que la amoladora empece divina pero estoy como medio fuera de los eventos sociales,que la amo la adoro me parece divina pero estoy como medio fuera de los eventos sociales
RESPONDO TODO 🌶,clip_0037,ok,0.846,0.231,0.154,porque los fines de semana realmente estoy haciendo gira con criado por lobo,porque los fines de semana generalmente estoy haciendo gira con criado por lobos
RESPONDO TODO 🌶,clip_0038,ok,1.000,0.118,0.235,una obra que acaba de pasar los 10000 espectadores chicos o sea eso en teatro es muchisimo,una obra que acaba de pasar los 10000 espectadores chicos o sea eso en teatro es muchisimo
RESPONDO TODO 🌶,clip_0039,ok,0.895,0.105,0.105,sobre todo hoy en dia estoy muy agradecido estoy muy contento por eso muchas gracias bueno entonces viene semana no no no estoy aqui,sobre todo hoy en dia estoy muy agradecido estoy muy contento por eso muchas gracias ah bueno entonces los fines de semana no estoy aca
RESPONDO TODO 🌶,clip_0040,ok,0.800,0.100,0.200,contato del lore con la okiato yo con okiato no tengo ningun lore,conta todo el lore con la okiato yo con okiato no tengo ningun lore
RESPONDO TODO 🌶,clip_0041,ok,0.615,0.154,0.231,valore lo valore no lo valore de aquello que hasta me tienen lo huevo por el piso,valore lo valore no lo valore de okiato me tiene los huevos por el piso
RESPONDO TODO 🌶,clip_0042,ok,1.000,0.167,0.167,pero es por lo que yo veo en tv lo que se ve por la tv,pero es por lo que yo veo en tv lo que se ve por la tv
RESPONDO TODO 🌶,clip_0043,ok,0.786,0.214,0.143,yo soy el tipo en el oconozco lo vi un par de veces tuvimos un par de dialogos,yo el tipo no lo conozco lo vi un par de veces tuvimos un par de dialogos
