split,spk,titulo,clip,n_frames,texto,npz,source_id,training_usability,policy_moderate,review_score,quality_score,visual_quality_label
train,f14,Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0142,302,si lo es para todos pero no tampoco no es algo bueno ir preso y detenido quizas yo estuve ahi en ese lugar por error,data/processed/lip_rois/Los lujos de L-Gante y qué aprendió cuando estuvo/clip_0142.npz,Los lujos de L-Gante y qué aprendió cuando estuvo,usable,keep,0.00,0.9482,usable
train,f14,Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0143,93,y eso se va a ver ahora cuando trabaje la justicia no,data/processed/lip_rois/Los lujos de L-Gante y qué aprendió cuando estuvo/clip_0143.npz,Los lujos de L-Gante y qué aprendió cuando estuvo,usable,keep,0.00,0.8948,usable
train,f14,Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0144,213,pero a mi me hizo bien haber pasado por ahi porque me sirvio como para frenar frene,data/processed/lip_rois/Los lujos de L-Gante y qué aprendió cuando estuvo/clip_0144.npz,Los lujos de L-Gante y qué aprendió cuando estuvo,usable,keep,0.00,0.9591,usable
train,f14,Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0145,123,las drogas frene un monton de cosas me motive me inspire,data/processed/lip_rois/Los lujos de L-Gante y qué aprendió cuando estuvo/clip_0145.npz,Los lujos de L-Gante y qué aprendió cuando estuvo,usable,keep,0.00,0.8744,usable
train,f14,Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0146,147,sali con mas energia con mas ganas de hacer todo de valorar todo aun mas,data/processed/lip_rois/Los lujos de L-Gante y qué aprendió cuando estuvo/clip_0146.npz,Los lujos de L-Gante y qué aprendió cuando estuvo,usable,keep,0.00,0.9389,usable
train,f14,Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0147,189,en ningun momento me puse a pensar el que me hizo esto ya va a ver o algo asi con rencor,data/processed/lip_rois/Los lujos de L-Gante y qué aprendió cuando estuvo/clip_0147.npz,Los lujos de L-Gante y qué aprendió cuando estuvo,usable,keep,0.00,0.924,usable
train,f14,Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0148,279,ni odio nada al reves lo aproveche para estar solo tranquilo dormir comer todo lo que estaba ahi me sirvio,data/processed/lip_rois/Los lujos de L-Gante y qué aprendió cuando estuvo/clip_0148.npz,Los lujos de L-Gante y qué aprendió cuando estuvo,usable,keep,0.00,0.9485,usable
train,f14,Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0149,171,fueron tres meses tres meses hay que dibujar tu realidad a ver como te puede funcionar para bien,data/processed/lip_rois/Los lujos de L-Gante y qué aprendió cuando estuvo/clip_0149.npz,Los lujos de L-Gante y qué aprendió cuando estuvo,questionable,keep,3.00,0.9153,questionable
train,f14,Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0150,128,pero para lo capitalizaste vos porque escribiste si dejaste las drogas,data/processed/lip_rois/Los lujos de L-Gante y qué aprendió cuando estuvo/clip_0150.npz,Los lujos de L-Gante y qué aprendió cuando estuvo,questionable,keep,3.00,0.94,questionable
train,f14,Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0153,102,si pero el alcohol en exceso o no ni siquiera le das un beso,data/processed/lip_rois/Los lujos de L-Gante y qué aprendió cuando estuvo/clip_0153.npz,Los lujos de L-Gante y qué aprendió cuando estuvo,questionable,keep,3.00,0.94,questionable
train,f14,Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0155,211,ahi estan en los camarines no no el otro dia fui a ver el show de un artista colombiano que estuvo aca en complejo museo,data/processed/lip_rois/Los lujos de L-Gante y qué aprendió cuando estuvo/clip_0155.npz,Los lujos de L-Gante y qué aprendió cuando estuvo,questionable,keep,3.00,0.94,questionable
train,f14,Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0156,89,con un par de amigos con mi chica todo ahi,data/processed/lip_rois/Los lujos de L-Gante y qué aprendió cuando estuvo/clip_0156.npz,Los lujos de L-Gante y qué aprendió cuando estuvo,usable,keep,0.00,0.9879,usable
train,f14,Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0157,96,y estuve tomando agua hasta las 5 y 40 de la mañana,data/processed/lip_rois/Los lujos de L-Gante y qué aprendió cuando estuvo/clip_0157.npz,Los lujos de L-Gante y qué aprendió cuando estuvo,usable,keep,0.00,0.9969,usable
train,f14,Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0158,133,pero como tambien la pase mal porque habia otros amigos que estaban borrachos ahi,data/processed/lip_rois/Los lujos de L-Gante y qué aprendió cuando estuvo/clip_0158.npz,Los lujos de L-Gante y qué aprendió cuando estuvo,usable,keep,0.00,0.9901,usable
train,f14,Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0160,125,entonces se me paso todo el show me la pase tomando agua hasta las 5 y 40 y dije,data/processed/lip_rois/Los lujos de L-Gante y qué aprendió cuando estuvo/clip_0160.npz,Los lujos de L-Gante y qué aprendió cuando estuvo,questionable,keep,3.00,0.9101,questionable
train,f14,Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0161,134,a la mierda me voy a tomar un champan me voy a tomar aunque sea una copa viste,data/processed/lip_rois/Los lujos de L-Gante y qué aprendió cuando estuvo/clip_0161.npz,Los lujos de L-Gante y qué aprendió cuando estuvo,questionable,keep,3.00,0.933,questionable
train,f14,Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0162,106,pero quizas una asi viste y no lo hiciste o si lo hiciste,data/processed/lip_rois/Los lujos de L-Gante y qué aprendió cuando estuvo/clip_0162.npz,Los lujos de L-Gante y qué aprendió cuando estuvo,questionable,keep,3.00,0.8977,questionable
train,f14,Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0163,81,lo hice me tome un vasito y me fui a mi casa,data/processed/lip_rois/Los lujos de L-Gante y qué aprendió cuando estuvo/clip_0163.npz,Los lujos de L-Gante y qué aprendió cuando estuvo,questionable,keep,3.00,0.943,questionable
train,f14,Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0165,92,o sea tal vez es como te veia otro vos hace un par de años,data/processed/lip_rois/Los lujos de L-Gante y qué aprendió cuando estuvo/clip_0165.npz,Los lujos de L-Gante y qué aprendió cuando estuvo,questionable,keep,3.00,0.94,questionable
train,f14,Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0166,121,pero esa fue por un algo tengo que hacer en la noche no puedo quedarme asi,data/processed/lip_rois/Los lujos de L-Gante y qué aprendió cuando estuvo/clip_0166.npz,Los lujos de L-Gante y qué aprendió cuando estuvo,questionable,keep,3.00,0.94,questionable
train,f14,Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0167,86,pero lo controlas si si escucha no la puedo dejar pasar te pusiste de novio,data/processed/lip_rois/Los lujos de L-Gante y qué aprendió cuando estuvo/clip_0167.npz,Los lujos de L-Gante y qué aprendió cuando estuvo,questionable,keep,3.00,0.94,questionable
train,f14,Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0170,112,cande ahi en casa es del palo se labura la musica,data/processed/lip_rois/Los lujos de L-Gante y qué aprendió cuando estuvo/clip_0170.npz,Los lujos de L-Gante y qué aprendió cuando estuvo,questionable,keep,3.00,0.94,questionable
train,f14,Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0171,102,es modelo ella modela para marcas trabaja si,data/processed/lip_rois/Los lujos de L-Gante y qué aprendió cuando estuvo/clip_0171.npz,Los lujos de L-Gante y qué aprendió cuando estuvo,questionable,keep,3.00,0.94,questionable
train,f14,Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0172,134,y estas contento con ella si bastante estoy tranquilo mas que nada,data/processed/lip_rois/Los lujos de L-Gante y qué aprendió cuando estuvo/clip_0172.npz,Los lujos de L-Gante y qué aprendió cuando estuvo,questionable,keep,3.00,0.94,questionable
train,f14,Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0173,108,despues estar contento son momentos del dia cada rato,data/processed/lip_rois/Los lujos de L-Gante y qué aprendió cuando estuvo/clip_0173.npz,Los lujos de L-Gante y qué aprendió cuando estuvo,usable,keep,0.00,0.9507,usable
train,f14,Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0174,84,pero para y donde se conocieron se puede saber de donde se conocieron,data/processed/lip_rois/Los lujos de L-Gante y qué aprendió cuando estuvo/clip_0174.npz,Los lujos de L-Gante y qué aprendió cuando estuvo,questionable,keep,3.00,0.9218,questionable
train,f14,Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0177,104,vos ya sabias quien era detectarla claro y le empezaste a seguir,data/processed/lip_rois/Los lujos de L-Gante y qué aprendió cuando estuvo/clip_0177.npz,Los lujos de L-Gante y qué aprendió cuando estuvo,questionable,keep,3.00,0.94,questionable
train,f14,Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0178,84,claro hasta que yo estaba en un rodaje,data/processed/lip_rois/Los lujos de L-Gante y qué aprendió cuando estuvo/clip_0178.npz,Los lujos de L-Gante y qué aprendió cuando estuvo,questionable,keep,3.00,0.94,questionable
train,f14,Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0179,152,y y estaba ahi la piba y ahi la conoci la salude y todo,data/processed/lip_rois/Los lujos de L-Gante y qué aprendió cuando estuvo/clip_0179.npz,Los lujos de L-Gante y qué aprendió cuando estuvo,usable,keep,0.00,0.9913,usable
train,f14,Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0180,108,despues en la costa en mar del plata me la volvi a encontrar,data/processed/lip_rois/Los lujos de L-Gante y qué aprendió cuando estuvo/clip_0180.npz,Los lujos de L-Gante y qué aprendió cuando estuvo,usable,keep,0.00,0.9902,usable
train,f14,Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0181,99,ah fue largo la venias como venias pero asi sin preparar nada,data/processed/lip_rois/Los lujos de L-Gante y qué aprendió cuando estuvo/clip_0181.npz,Los lujos de L-Gante y qué aprendió cuando estuvo,questionable,keep,3.00,0.9333,questionable
train,f14,Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0182,98,sin organizar y bueno desde ahi desde,data/processed/lip_rois/Los lujos de L-Gante y qué aprendió cuando estuvo/clip_0182.npz,Los lujos de L-Gante y qué aprendió cuando estuvo,questionable,keep,3.00,0.94,questionable
train,f14,Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0183,177,desde la costa esta en mi casa todavia como que prospero,data/processed/lip_rois/Los lujos de L-Gante y qué aprendió cuando estuvo/clip_0183.npz,Los lujos de L-Gante y qué aprendió cuando estuvo,questionable,keep,3.00,0.94,questionable
train,f14,Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0184,95,claro prospero bueno escuchame estas con un proyecto nuevo como es este proyecto,data/processed/lip_rois/Los lujos de L-Gante y qué aprendió cuando estuvo/clip_0184.npz,Los lujos de L-Gante y qué aprendió cuando estuvo,usable,keep,0.00,0.9969,usable
train,f14,Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0185,153,un emprendimiento nuevo que es para ayudar contame de que se trata la voz del barrio,data/processed/lip_rois/Los lujos de L-Gante y qué aprendió cuando estuvo/clip_0185.npz,Los lujos de L-Gante y qué aprendió cuando estuvo,questionable,keep,3.00,0.94,questionable
train,f14,Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0186,123,se llama la voz del barrio es tuyo conlleva ese nombre si y urban rooster que,data/processed/lip_rois/Los lujos de L-Gante y qué aprendió cuando estuvo/clip_0186.npz,Los lujos de L-Gante y qué aprendió cuando estuvo,questionable,keep,3.00,0.94,questionable
train,f14,Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0187,161,entre los dos digamos no las dos organizaciones simplemente se trata de,data/processed/lip_rois/Los lujos de L-Gante y qué aprendió cuando estuvo/clip_0187.npz,Los lujos de L-Gante y qué aprendió cuando estuvo,usable,keep,0.00,0.9481,usable
train,f14,Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0188,108,buscar talentos del barrio no lleva va a llevar,data/processed/lip_rois/Los lujos de L-Gante y qué aprendió cuando estuvo/clip_0188.npz,Los lujos de L-Gante y qué aprendió cuando estuvo,usable,keep,0.00,0.9834,usable
train,f14,Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0191,195,y vos vas nos queda uno o no mas si y vos vas a presentar pues yo estoy de jurado con otros mas profesionales que estan en el freestyle,data/processed/lip_rois/Los lujos de L-Gante y qué aprendió cuando estuvo/clip_0191.npz,Los lujos de L-Gante y qué aprendió cuando estuvo,questionable,keep,3.00,0.94,questionable
train,f14,Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0192,143,y nada se van presentando varios artistas pasan por el escenario,data/processed/lip_rois/Los lujos de L-Gante y qué aprendió cuando estuvo/clip_0192.npz,Los lujos de L-Gante y qué aprendió cuando estuvo,usable,keep,0.00,0.9816,usable
train,f14,Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0193,144,artistas del barrio capaz que algunos son conocidos otros capaz que no se conocen ni ellos pero,data/processed/lip_rois/Los lujos de L-Gante y qué aprendió cuando estuvo/clip_0193.npz,Los lujos de L-Gante y qué aprendió cuando estuvo,usable,keep,0.00,1.0,usable
train,f14,Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0194,190,quieren encontrarse bien digamos y nada tienen su espacio ahi para demostrar a ver el arte que hacen no,data/processed/lip_rois/Los lujos de L-Gante y qué aprendió cuando estuvo/clip_0194.npz,Los lujos de L-Gante y qué aprendió cuando estuvo,usable,keep,0.00,0.9514,usable
train,f14,Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0195,212,el arte musical de ahi va a quedar de todos esos cuatro barrios que hicimos el torneo el campeonato la competencia,data/processed/lip_rois/Los lujos de L-Gante y qué aprendió cuando estuvo/clip_0195.npz,Los lujos de L-Gante y qué aprendió cuando estuvo,questionable,keep,3.00,0.9318,questionable
train,f14,Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0197,157,eso va a quedar uno por disciplina claro y de porque hay distintas disciplinas y despues si va a ir como a un mundial digamos,data/processed/lip_rois/Los lujos de L-Gante y qué aprendió cuando estuvo/clip_0197.npz,Los lujos de L-Gante y qué aprendió cuando estuvo,questionable,keep,3.00,0.94,questionable
train,f14,Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0200,145,nos rellenamos de historias dia a dia de la historia de cada uno nos anotamos el contacto,data/processed/lip_rois/Los lujos de L-Gante y qué aprendió cuando estuvo/clip_0200.npz,Los lujos de L-Gante y qué aprendió cuando estuvo,questionable,keep,3.00,0.94,questionable
train,f14,Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0201,132,de uno del otro quiza no es que en fin es el ganador el ganador nomas,data/processed/lip_rois/Los lujos de L-Gante y qué aprendió cuando estuvo/clip_0201.npz,Los lujos de L-Gante y qué aprendió cuando estuvo,usable,keep,0.00,0.972,usable
train,f14,Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0202,287,si ganan todos sin embargo lo ultimo que pasamos al millon la idea es esa es ayudar a los pibes que tal vez no tienen donde a que se expresen y tal vez,data/processed/lip_rois/Los lujos de L-Gante y qué aprendió cuando estuvo/clip_0202.npz,Los lujos de L-Gante y qué aprendió cuando estuvo,questionable,keep,3.00,0.94,questionable
train,f14,Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0204,195,claro es que tambien no le podes decir van a ganar todos sino no tiene la motivacion el que quiere salir primero,data/processed/lip_rois/Los lujos de L-Gante y qué aprendió cuando estuvo/clip_0204.npz,Los lujos de L-Gante y qué aprendió cuando estuvo,usable,keep,0.00,0.9445,usable
train,f14,Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0205,202,si si hay uno solo pero obvio que le brindamos la herramienta o la ayuda a cualquiera que pase por el escenario por el camino,data/processed/lip_rois/Los lujos de L-Gante y qué aprendió cuando estuvo/clip_0205.npz,Los lujos de L-Gante y qué aprendió cuando estuvo,questionable,keep,3.00,0.9268,questionable
train,f14,Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0211,91,200 lucas en que barrio porque quiero ver si me alcanza o me sobra,data/processed/lip_rois/Los lujos de L-Gante y qué aprendió cuando estuvo/clip_0211.npz,Los lujos de L-Gante y qué aprendió cuando estuvo,questionable,keep,3.00,0.94,questionable
train,f14,Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0214,129,olvidate o sea te digo una cosa maria becerra estuvo aca estuvo como una hora pensandolo,data/processed/lip_rois/Los lujos de L-Gante y qué aprendió cuando estuvo/clip_0214.npz,Los lujos de L-Gante y qué aprendió cuando estuvo,questionable,keep,3.00,0.94,questionable
train,f14,Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0217,102,bien perfecto esto es de ella no se toca y si se alquila esto es para ella,data/processed/lip_rois/Los lujos de L-Gante y qué aprendió cuando estuvo/clip_0217.npz,Los lujos de L-Gante y qué aprendió cuando estuvo,questionable,keep,3.00,0.94,questionable
train,f14,Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0218,253,aca tenemos separaste 400 mil dolares para que si yo tendria que hacer tendria el millon de dolares asi tal como esta en efectivo,data/processed/lip_rois/Los lujos de L-Gante y qué aprendió cuando estuvo/clip_0218.npz,Los lujos de L-Gante y qué aprendió cuando estuvo,questionable,keep,3.00,0.94,questionable
train,f14,Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0220,152,claro viviria con mi familia ahi listo perfecto un millon de dolares cerra cerco y lotes solo para vos,data/processed/lip_rois/Los lujos de L-Gante y qué aprendió cuando estuvo/clip_0220.npz,Los lujos de L-Gante y qué aprendió cuando estuvo,questionable,keep,3.00,0.94,questionable
train,f14,Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0222,144,le vas a poner un kiosco o no un kiosquito kiosquito chico pero que esta abierto 24 horas,data/processed/lip_rois/Los lujos de L-Gante y qué aprendió cuando estuvo/clip_0222.npz,Los lujos de L-Gante y qué aprendió cuando estuvo,questionable,keep,3.00,0.94,questionable
train,f14,Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0223,143,claro que mas le queres poner un lavadero de auto una un lavadero de auto no,data/processed/lip_rois/Los lujos de L-Gante y qué aprendió cuando estuvo/clip_0223.npz,Los lujos de L-Gante y qué aprendió cuando estuvo,questionable,keep,3.00,0.94,questionable
train,f14,Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0224,163,un lavadero de auto una pileta y muchos arboles ya esta con eso soy feliz,data/processed/lip_rois/Los lujos de L-Gante y qué aprendió cuando estuvo/clip_0224.npz,Los lujos de L-Gante y qué aprendió cuando estuvo,questionable,keep,3.00,0.94,questionable
train,f14,Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0227,173,no no para no se va a ganar hasta donde llegue son caros los arboles hay que bueno listo,data/processed/lip_rois/Los lujos de L-Gante y qué aprendió cuando estuvo/clip_0227.npz,Los lujos de L-Gante y qué aprendió cuando estuvo,questionable,keep,3.00,0.94,questionable
train,f14,Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0228,146,va a tener nombre el barrio como se puede llamar a ver        no no se me ocurra a mi,data/processed/lip_rois/Los lujos de L-Gante y qué aprendió cuando estuvo/clip_0228.npz,Los lujos de L-Gante y qué aprendió cuando estuvo,questionable,keep,3.00,0.94,questionable
train,f14,Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0229,115,el compra autos no se pero el compra autos no no no un nombre mas chevere,data/processed/lip_rois/Los lujos de L-Gante y qué aprendió cuando estuvo/clip_0229.npz,Los lujos de L-Gante y qué aprendió cuando estuvo,questionable,keep,3.00,0.94,questionable
train,f14,Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0230,124,el que mas plata si pasas aca deja la guita porque claro,data/processed/lip_rois/Los lujos de L-Gante y qué aprendió cuando estuvo/clip_0230.npz,Los lujos de L-Gante y qué aprendió cuando estuvo,usable,keep,0.00,0.9447,usable
train,f14,Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0323,119,tiene un poco de secreto la frase pero el que entiende entiende,data/processed/lip_rois/Los lujos de L-Gante y qué aprendió cuando estuvo/clip_0323.npz,Los lujos de L-Gante y qué aprendió cuando estuvo,questionable,keep,3.00,0.94,questionable
train,f14,Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0327,219,claro mientras fuma el efecto la hace alterar digamos y como que se desespera mas bailando,data/processed/lip_rois/Los lujos de L-Gante y qué aprendió cuando estuvo/clip_0327.npz,Los lujos de L-Gante y qué aprendió cuando estuvo,usable,keep,0.00,0.8853,usable
train,f14,Los lujos de L-Gante y qué aprendió cuando estuvo,clip_0328,210,y monte lo puedo decir porque se monte al auto o porque se monte a hacer las cosas,data/processed/lip_rois/Los lujos de L-Gante y qué aprendió cuando estuvo/clip_0328.npz,Los lujos de L-Gante y qué aprendió cuando estuvo,questionable,keep,3.00,0.8264,questionable
train,f16,Manipulación mental Cómo tu CEREBRO literalmente c,clip_0000,133,buenas yo dije que iba a ser mas constante con los videos quizas no fue una semana exacta,data/processed/lip_rois/Manipulación mental Cómo tu CEREBRO literalmente c/clip_0000.npz,Manipulación mental Cómo tu CEREBRO literalmente c,questionable,keep,1.00,0.8563,questionable
train,f16,Manipulación mental Cómo tu CEREBRO literalmente c,clip_0001,170,ocho dias pero heme aqui grabando un nuevo episodio y yo no se si no claro no lo ven,data/processed/lip_rois/Manipulación mental Cómo tu CEREBRO literalmente c/clip_0001.npz,Manipulación mental Cómo tu CEREBRO literalmente c,questionable,keep,3.00,0.7732,questionable
train,f16,Manipulación mental Cómo tu CEREBRO literalmente c,clip_0002,145,porque lo corto pero yo tengo el microfono enchufado a la computadora y el celular aparte,data/processed/lip_rois/Manipulación mental Cómo tu CEREBRO literalmente c/clip_0002.npz,Manipulación mental Cómo tu CEREBRO literalmente c,questionable,keep,1.00,0.7515,questionable
train,f16,Manipulación mental Cómo tu CEREBRO literalmente c,clip_0003,118,o sea grabo con el celular y tengo el microfono en la compu entonces toco el boton de empezar a,data/processed/lip_rois/Manipulación mental Cómo tu CEREBRO literalmente c/clip_0003.npz,Manipulación mental Cómo tu CEREBRO literalmente c,questionable,keep,1.00,0.7473,questionable
train,f16,Manipulación mental Cómo tu CEREBRO literalmente c,clip_0004,128,grabar el sonido en la compu y el del celular al mismo tiempo y despues ensamblo el video,data/processed/lip_rois/Manipulación mental Cómo tu CEREBRO literalmente c/clip_0004.npz,Manipulación mental Cómo tu CEREBRO literalmente c,questionable,keep,1.00,0.7443,questionable
train,f16,Manipulación mental Cómo tu CEREBRO literalmente c,clip_0006,116,de libros no se si les copa tipo recomendaciones de policiales recomendaciones de libros de amor,data/processed/lip_rois/Manipulación mental Cómo tu CEREBRO literalmente c/clip_0006.npz,Manipulación mental Cómo tu CEREBRO literalmente c,questionable,keep,1.00,0.7261,questionable
train,f16,Manipulación mental Cómo tu CEREBRO literalmente c,clip_0007,128,recomendaciones de x porque el podcast es como que es un espacio en donde no hablo de libros,data/processed/lip_rois/Manipulación mental Cómo tu CEREBRO literalmente c/clip_0007.npz,Manipulación mental Cómo tu CEREBRO literalmente c,questionable,keep,1.00,0.7307,questionable
train,f16,Manipulación mental Cómo tu CEREBRO literalmente c,clip_0008,124,o hablo muy poco y me gustaria de vez en cuando meter asi ese tipo de contenido,data/processed/lip_rois/Manipulación mental Cómo tu CEREBRO literalmente c/clip_0008.npz,Manipulación mental Cómo tu CEREBRO literalmente c,questionable,keep,1.00,0.7371,questionable
train,f16,Manipulación mental Cómo tu CEREBRO literalmente c,clip_0009,123,asi que diganme que les parece mas alla de eso bueno es mentira soy una mentirosa,data/processed/lip_rois/Manipulación mental Cómo tu CEREBRO literalmente c/clip_0009.npz,Manipulación mental Cómo tu CEREBRO literalmente c,questionable,keep,1.00,0.848,questionable
train,f16,Manipulación mental Cómo tu CEREBRO literalmente c,clip_0010,134,siempre hablo de libros pero no hablo de libros de ficcion hablo de divulgacion cientifica,data/processed/lip_rois/Manipulación mental Cómo tu CEREBRO literalmente c/clip_0010.npz,Manipulación mental Cómo tu CEREBRO literalmente c,questionable,keep,1.00,0.7732,questionable
train,f16,Manipulación mental Cómo tu CEREBRO literalmente c,clip_0011,128,no y no hablo de libros de ficcion que es algo que leo mucho tambien y el tema de hoy tambien viene,data/processed/lip_rois/Manipulación mental Cómo tu CEREBRO literalmente c/clip_0011.npz,Manipulación mental Cómo tu CEREBRO literalmente c,questionable,keep,1.00,0.7879,questionable
train,f16,Manipulación mental Cómo tu CEREBRO literalmente c,clip_0012,158,de un libro como siempre que se llama el cuerpo humano de bill bryson que es mi escritor favorito,data/processed/lip_rois/Manipulación mental Cómo tu CEREBRO literalmente c/clip_0012.npz,Manipulación mental Cómo tu CEREBRO literalmente c,questionable,keep,1.00,0.8199,questionable
train,f16,Manipulación mental Cómo tu CEREBRO literalmente c,clip_0013,137,en todo el planeta literalmente escribio la mejor obra jamas escrita este es otro de sus libros,data/processed/lip_rois/Manipulación mental Cómo tu CEREBRO literalmente c/clip_0013.npz,Manipulación mental Cómo tu CEREBRO literalmente c,questionable,keep,4.00,0.7879,questionable
train,f16,Manipulación mental Cómo tu CEREBRO literalmente c,clip_0014,96,una breve historia casi todo que ya deben estar hartos de que hable de este libro pero miren lo,data/processed/lip_rois/Manipulación mental Cómo tu CEREBRO literalmente c/clip_0014.npz,Manipulación mental Cómo tu CEREBRO literalmente c,questionable,keep,1.00,0.8522,questionable
train,f16,Manipulación mental Cómo tu CEREBRO literalmente c,clip_0015,137,que es esto para los que no estan viendo estoy mostrando el libro en pantalla con una cantidad,data/processed/lip_rois/Manipulación mental Cómo tu CEREBRO literalmente c/clip_0015.npz,Manipulación mental Cómo tu CEREBRO literalmente c,questionable,keep,3.00,0.7846,questionable
train,f16,Manipulación mental Cómo tu CEREBRO literalmente c,clip_0016,97,descomunal de postits porque dije voy a convencer a la gente de que lea este libro,data/processed/lip_rois/Manipulación mental Cómo tu CEREBRO literalmente c/clip_0016.npz,Manipulación mental Cómo tu CEREBRO literalmente c,questionable,keep,1.00,0.8127,questionable
train,f16,Manipulación mental Cómo tu CEREBRO literalmente c,clip_0017,168,poniendo un postit en cada pagina y es que bueno es un libro que me gusta mucho en cada una de las paginas en las que marque algo que me volo la cabeza todas las paginas del libro,data/processed/lip_rois/Manipulación mental Cómo tu CEREBRO literalmente c/clip_0017.npz,Manipulación mental Cómo tu CEREBRO literalmente c,questionable,keep,1.00,0.7719,questionable
train,f16,Manipulación mental Cómo tu CEREBRO literalmente c,clip_0018,91,literalmente todas las paginas del libro arranque otro libro de este hombre que lo amo con todo mi,data/processed/lip_rois/Manipulación mental Cómo tu CEREBRO literalmente c/clip_0018.npz,Manipulación mental Cómo tu CEREBRO literalmente c,questionable,keep,4.00,0.7868,questionable
train,f16,Manipulación mental Cómo tu CEREBRO literalmente c,clip_0019,133,corazon que se llama el cuerpo humano y esta dividido en distintos capitulos y cada capitulo,data/processed/lip_rois/Manipulación mental Cómo tu CEREBRO literalmente c/clip_0019.npz,Manipulación mental Cómo tu CEREBRO literalmente c,questionable,keep,1.00,0.8047,questionable
train,f16,Manipulación mental Cómo tu CEREBRO literalmente c,clip_0020,173,es una parte del cuerpo y lei uno de los primeros iguales el capitulo del cerebro estoy trastornada,data/processed/lip_rois/Manipulación mental Cómo tu CEREBRO literalmente c/clip_0020.npz,Manipulación mental Cómo tu CEREBRO literalmente c,questionable,keep,1.00,0.8438,questionable
train,f16,Manipulación mental Cómo tu CEREBRO literalmente c,clip_0021,139,o sea me dejo genuinamente me hizo cambiar la forma en la que veia al mundo parece que es un,data/processed/lip_rois/Manipulación mental Cómo tu CEREBRO literalmente c/clip_0021.npz,Manipulación mental Cómo tu CEREBRO literalmente c,questionable,keep,1.00,0.8617,questionable
