source_id,clip,split,transcript_usability,transcript_reasons,transcript_policy_moderate
JULI POGGIO EN FERNÉ CON GREGO,clip_0205,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0206,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0207,train,questionable,possible_entity_error,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0208,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0209,train,bad_candidate,possible_timestamp_misalignment,exclude
JULI POGGIO EN FERNÉ CON GREGO,clip_0210,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0211,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0212,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0213,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0214,train,questionable,asr_disagreement,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0215,train,questionable,asr_disagreement,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0216,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0218,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0219,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0220,train,questionable,asr_disagreement,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0221,train,questionable,asr_disagreement,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0222,train,questionable,asr_disagreement,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0223,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0224,train,questionable,possible_entity_error,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0225,train,questionable,asr_disagreement,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0227,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0228,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0229,train,questionable,asr_disagreement,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0230,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0231,train,questionable,asr_disagreement,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0232,train,questionable,asr_disagreement,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0233,train,questionable,asr_disagreement,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0238,train,questionable,asr_disagreement,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0239,train,questionable,possible_entity_error,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0240,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0241,train,questionable,asr_disagreement,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0242,train,questionable,possible_timestamp_misalignment,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0243,train,questionable,possible_entity_error,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0244,train,questionable,asr_disagreement,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0245,train,questionable,asr_disagreement,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0246,train,questionable,asr_disagreement,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0247,train,questionable,possible_timestamp_misalignment,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0248,train,questionable,asr_disagreement,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0250,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0251,train,questionable,asr_disagreement,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0252,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0253,train,questionable,asr_disagreement,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0254,train,questionable,asr_disagreement,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0255,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0256,train,questionable,asr_disagreement,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0257,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0258,train,questionable,asr_disagreement,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0259,train,questionable,possible_entity_error,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0260,train,questionable,possible_timestamp_misalignment,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0261,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0262,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0263,train,questionable,asr_disagreement,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0264,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0265,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0266,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0267,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0268,train,questionable,asr_disagreement,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0269,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0270,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0271,train,questionable,asr_disagreement,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0272,train,questionable,possible_entity_error,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0273,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0274,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0275,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0276,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0277,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0278,train,questionable,possible_timestamp_misalignment,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0279,train,questionable,asr_disagreement,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0280,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0281,train,questionable,asr_disagreement,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0282,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0283,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0284,train,questionable,asr_disagreement,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0285,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0286,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0287,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0288,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0289,train,questionable,asr_disagreement,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0290,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0292,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0293,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0294,train,questionable,asr_disagreement,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0295,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0296,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0297,train,questionable,asr_disagreement,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0298,train,questionable,asr_disagreement,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0299,train,questionable,possible_entity_error,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0300,train,questionable,asr_disagreement,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0301,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0302,train,questionable,possible_entity_error,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0303,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0304,train,bad_candidate,possible_timestamp_misalignment,exclude
JULI POGGIO EN FERNÉ CON GREGO,clip_0305,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0306,train,questionable,possible_timestamp_misalignment,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0307,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0308,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0309,train,questionable,asr_disagreement,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0310,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0311,train,questionable,possible_entity_error,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0312,train,questionable,asr_disagreement,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0313,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0315,train,questionable,asr_disagreement,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0316,train,questionable,possible_timestamp_misalignment,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0317,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0318,train,questionable,asr_disagreement,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0319,train,questionable,asr_disagreement,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0320,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0321,train,questionable,asr_disagreement,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0322,train,questionable,asr_disagreement,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0323,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0324,train,questionable,possible_entity_error,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0327,train,questionable,possible_timestamp_misalignment,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0328,train,questionable,asr_disagreement,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0329,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0330,train,questionable,asr_disagreement,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0331,train,questionable,asr_disagreement,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0332,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0333,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0334,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0335,train,questionable,possible_entity_error,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0336,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0337,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0338,train,questionable,possible_entity_error,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0339,train,questionable,asr_disagreement,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0340,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0341,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0342,train,questionable,asr_disagreement,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0343,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0344,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0345,train,questionable,asr_disagreement,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0346,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0347,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0348,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0349,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0352,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0353,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0354,train,questionable,asr_disagreement,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0355,train,questionable,asr_disagreement,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0356,train,questionable,asr_disagreement,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0358,train,questionable,asr_disagreement,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0359,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0360,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0361,train,questionable,asr_disagreement,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0362,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0365,train,questionable,asr_disagreement,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0366,train,questionable,asr_disagreement,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0367,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0368,train,questionable,asr_disagreement,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0369,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0370,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0371,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0372,train,bad_candidate,possible_timestamp_misalignment,exclude
JULI POGGIO EN FERNÉ CON GREGO,clip_0373,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0374,train,questionable,asr_disagreement,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0377,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0379,train,questionable,asr_disagreement,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0380,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0381,train,questionable,asr_disagreement,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0382,train,questionable,asr_disagreement,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0383,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0386,train,questionable,possible_timestamp_misalignment,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0387,train,bad_candidate,possible_audio_text_mismatch,exclude
JULI POGGIO EN FERNÉ CON GREGO,clip_0389,train,questionable,possible_timestamp_misalignment,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0390,train,bad_candidate,possible_timestamp_misalignment,exclude
JULI POGGIO EN FERNÉ CON GREGO,clip_0392,train,questionable,possible_timestamp_misalignment,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0394,train,questionable,asr_disagreement,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0396,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0397,train,questionable,asr_disagreement,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0398,train,questionable,asr_disagreement,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0399,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0400,train,questionable,possible_entity_error,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0401,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0402,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0403,train,questionable,asr_disagreement,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0404,train,questionable,asr_disagreement,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0405,train,questionable,possible_entity_error,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0406,train,questionable,asr_disagreement,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0407,train,questionable,asr_disagreement,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0408,train,questionable,asr_disagreement,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0409,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0410,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0411,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0412,train,questionable,asr_disagreement,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0413,train,questionable,asr_disagreement,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0414,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0415,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0416,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0417,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0418,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0419,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0420,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0421,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0422,train,questionable,asr_disagreement,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0423,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0424,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0425,train,questionable,possible_entity_error,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0426,train,questionable,asr_disagreement,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0427,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0428,train,questionable,asr_disagreement,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0429,train,questionable,asr_disagreement,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0430,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0431,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0432,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0433,train,questionable,asr_disagreement,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0434,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0435,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0437,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0438,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0439,train,questionable,asr_disagreement,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0440,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0441,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0442,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0443,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0444,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0447,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0448,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0449,train,questionable,asr_disagreement,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0450,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0451,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0452,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0453,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0454,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0455,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0456,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0457,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0460,train,bad_candidate,possible_timestamp_misalignment,exclude
JULI POGGIO EN FERNÉ CON GREGO,clip_0461,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0467,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0468,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0469,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0470,train,questionable,asr_disagreement,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0471,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0472,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0473,train,questionable,asr_disagreement,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0474,train,questionable,asr_disagreement,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0475,train,questionable,possible_entity_error,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0476,train,questionable,asr_disagreement,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0477,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0479,train,questionable,asr_disagreement,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0480,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0481,train,questionable,asr_disagreement,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0486,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0487,train,questionable,asr_disagreement,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0488,train,questionable,possible_entity_error,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0489,train,questionable,asr_disagreement,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0490,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0492,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0493,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0494,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0495,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0496,train,questionable,asr_disagreement,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0497,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0498,train,questionable,asr_disagreement,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0499,train,questionable,asr_disagreement,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0500,train,questionable,asr_disagreement,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0506,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0507,train,questionable,asr_disagreement,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0508,train,questionable,possible_entity_error,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0512,train,questionable,possible_entity_error;possible_timestamp_misalignment,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0513,train,questionable,possible_timestamp_misalignment,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0514,train,questionable,asr_disagreement,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0515,train,questionable,asr_disagreement,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0516,train,questionable,asr_disagreement,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0517,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0518,train,questionable,asr_disagreement,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0519,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0520,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0523,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0524,train,questionable,asr_disagreement,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0525,train,questionable,asr_disagreement,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0526,train,usable,auto_clean_safe_only_or_no_issue,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0527,train,questionable,possible_timestamp_misalignment,keep
JULI POGGIO EN FERNÉ CON GREGO,clip_0528,train,questionable,asr_disagreement,keep
